qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|B0VGC9|B0VGC9_CLOAI	PRK00049	elongation factor Tu	elongation factor Tu; Reviewed		CDD:234596	Bacteria	2	79.293	396.0	80.0	1.0	10.0	403.0	1.0	396.0	0.0	865.0
tr|B0VGQ0|B0VGQ0_CLOAI	NF033707	type IX secretion system sortase PorU	type IX secretion system sortase PorU. PorU, part of type IX secretion systems (T9SS), is the protease responsible for both removing the C-terminal sorting signal found in substrates and for its replacement by anionic LPS, through which most T9SS substrates become attached to the cell surface after secretion.		CDD:468145	Bacteria	2	33.01	103.0	55.0	6.0	617.0	713.0	943.0	1037.0	7.12e-12	67.2
tr|B0VH79|B0VH79_CLOAI	NF012200	choice-of-anchor D domain-containing protein	choice-of-anchor D domain. This HMM describes a repeat domain just over 100 amino acids long and usually found in tandem copies. Members appear to be extracellular proteins that have some C-terminal anchoring domain, such as type IX secrection (T9SS) or PEP-CTERM.		CDD:467954	cellular organisms	131567	32.609	92.0	60.0	1.0	455.0	544.0	12.0	103.0	7.82e-07	46.5
tr|B1ZL74|B1ZL74_METPB	cl21454		Rossmann-fold NAD(P)(+)-binding proteins. This domain is found in Enoyl-(Acyl carrier protein) reductases.		CDD:473865												
tr|B2G4R2|B2G4R2_ZYGRO	cl47203		Carboxyl transferase domain. 3-methylcrotonyl-CoA carboxylase, beta chain		CDD:481543												
tr|B2G4R2|B2G4R2_ZYGRO	cl39082		N/A. Members of this family are ATP-dependent urea carboxylase, including characterized members from Oleomonas sagaranensis (alpha class Proteobacterium) and yeasts such as Saccharomyces cerevisiae. The allophanate hydrolase domain of the yeast enzyme is not included in this model and is represented by an adjacent gene in Oleomonas sagaranensis. The fusion of urea carboxylase and allophanate hydrolase is designated urea amidolyase. The enzyme from Oleomonas sagaranensis was shown to be highly active on acetamide and formamide as well as urea. [Central intermediary metabolism, Nitrogen metabolism]		CDD:476865												
tr|B2J696|B2J696_NOSP7	cl00281		N/A. These proteins are amidohydrolases that are related to pfam01979.		CDD:469705												
tr|B2RIQ2|B2RIQ2_PORG3	PRK10510	OmpA family lipoprotein	OmpA family lipoprotein. 		CDD:182507	Gammaproteobacteria	1236	40.741	81.0	39.0	3.0	302.0	377.0	139.0	215.0	8.53e-09	53.7
sp|B2S3Z5|FMT_TREPS	PLN02285		methionyl-tRNA formyltransferase		CDD:215159			32.727	330.0	189.0	7.0	3.0	308.0	8.0	328.0	8.83e-65	206.0
tr|B2UP90|B2UP90_AKKM8	PRK09414	NADP-specific glutamate dehydrogenase	NADP-specific glutamate dehydrogenase. 	1.4.1.4	CDD:181834	cellular organisms	131567	67.627	451.0	139.0	3.0	1.0	451.0	2.0	445.0	0.0	966.0
tr|B2YK70|B2YK70_9BACT	cl02777		N/A. This family consists of GroEL, the larger subunit of the GroEL/GroES cytosolic chaperonin. It is found in bacteria, organelles derived from bacteria, and occasionally in the Archaea. The bacterial GroEL/GroES group I chaperonin is replaced a group II chaperonin, usually called the thermosome in the Archaeota and CCT (chaperone-containing TCP) in the Eukaryota. GroEL, thermosome subunits, and CCT subunits all fall under the scope of pfam00118. [Protein fate, Protein folding and stabilization]		CDD:351886												
tr|B3E2Z7|B3E2Z7_TRIL1	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880												
sp|B3E7U1|RS3_TRIL1	CHL00048		ribosomal protein S3		CDD:214348			44.601	213.0	110.0	3.0	1.0	205.0	1.0	213.0	2.1e-83	245.0
tr|B3EBN8|B3EBN8_TRIL1	PRK14708	flagellin (Provisional)	flagellin; Provisional		CDD:173171	Rhodopseudomonas	1073	40.964	166.0	96.0	2.0	109.0	274.0	723.0	886.0	1.0199999999999999e-24	101.0
tr|B3EBN8|B3EBN8_TRIL1	PRK14708	flagellin (Provisional)	flagellin; Provisional		CDD:173171	Rhodopseudomonas	1073	45.098	102.0	56.0	0.0	3.0	104.0	1.0	102.0	9.6e-19	84.2
tr|B3EBN8|B3EBN8_TRIL1	PRK12688	flagellin (Provisional)	flagellin; Reviewed		CDD:171664	Rhizobiales	356	40.964	166.0	96.0	2.0	109.0	274.0	586.0	749.0	1.6099999999999998e-24	101.0
tr|B3EBN8|B3EBN8_TRIL1	PRK12688	flagellin (Provisional)	flagellin; Reviewed		CDD:171664	Rhizobiales	356	45.946	111.0	59.0	1.0	6.0	115.0	4.0	114.0	3.2e-19	85.7
tr|B3G2A2|B3G2A2_PSEAI	PRK10157	putative oxidoreductase FixC (Provisional)	putative oxidoreductase FixC; Provisional		CDD:182273	Enterobacteriaceae	543	26.374	182.0	119.0	4.0	5.0	186.0	6.0	172.0	6.49e-07	49.9
tr|A0A384LNN1|A0A384LNN1_PLAKH	PHA03378		EBNA-3B; Provisional		CDD:223065			28.022	182.0	118.0	4.0	1130.0	1300.0	680.0	859.0	1.76e-06	51.6
tr|A0A384LNN1|A0A384LNN1_PLAKH	PTZ00395		Sec24-related protein; Provisional		CDD:185594			23.913	184.0	110.0	7.0	1025.0	1205.0	287.0	443.0	2.82e-06	51.2
sp|B3QSH8|MDH_CHLT3	PRK06223	malate dehydrogenase	malate dehydrogenase; Reviewed	1.1.1.37	CDD:180477	cellular organisms	131567	61.639	305.0	116.0	1.0	1.0	305.0	3.0	306.0	0.0	507.0
tr|B4CX72|B4CX72_9BACT	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	48.276	87.0	39.0	3.0	1045.0	1125.0	5.0	91.0	9.03e-12	61.5
tr|B4CX72|B4CX72_9BACT	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	43.662	71.0	35.0	3.0	1151.0	1216.0	17.0	87.0	5.03e-05	42.2
tr|B4S6Z2|B4S6Z2_PROA2	NF040520		Ig-like repeat protein Blp2. Blp2 (BAP-like protein 2), found broadly in the genus Acinetobacter, resembles the much larger biofilm-associated proteins Bap and Blp1 in N-terminal sequence and the presence of tandem Ig-like repeats.		CDD:468522			37.168	113.0	53.0	7.0	2239.0	2340.0	496.0	601.0	0.000115	47.0
tr|B4S6Z2|B4S6Z2_PROA2	NF033682	retention module-containing protein	retention module-containing protein. The retention module, as described for the giant adhesin LapA of Pseudomonas fluorescens and for an ice-binding giant adhesin of an Antarctic bacterium, appears at the N-terminus of a number of very large repetitive proteins, many of which have C-terminal regions that make them substrates for type I secretion systems.		CDD:468140	Bacteria	2	37.5	48.0	30.0	0.0	16.0	63.0	10.0	57.0	0.000738	41.5
tr|B4S6Z2|B4S6Z2_PROA2	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	43.75	64.0	36.0	0.0	982.0	1045.0	24.0	87.0	2.67e-12	64.2
tr|B4S6Z2|B4S6Z2_PROA2	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	42.697	89.0	46.0	3.0	2061.0	2146.0	1.0	87.0	1.21e-11	62.3
tr|B4S6Z2|B4S6Z2_PROA2	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	42.188	64.0	37.0	0.0	2824.0	2887.0	35.0	98.0	2.51e-09	55.7
tr|B4S6Z2|B4S6Z2_PROA2	NF012211	tandem-95 repeat protein	tandem-95 repeat. This 95-amino acid repeat occurs in tandem in proteins that may be several thousand amino acids long.		CDD:333740	cellular organisms	131567	41.27	63.0	29.0	3.0	1724.0	1784.0	40.0	96.0	4.05e-05	43.8
tr|B5EHZ5|B5EHZ5_CITBB	PRK10510	OmpA family lipoprotein	OmpA family lipoprotein. 		CDD:182507	Gammaproteobacteria	1236	43.137	102.0	57.0	1.0	325.0	426.0	113.0	213.0	2.02e-25	101.0
tr|B5EIK7|B5EIK7_CITBB	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|B5JJF7|B5JJF7_9BACT	NF038112	myxosortase-dependent M36 family metallopeptidase	myxosortase-dependent M36 family metallopeptidase. Members of this bacterial protein family have an M36 family metallopeptidase domain, like fungalysin (see PF02128), and a C-terminal MYXO-CTERM domain (see TIGR03901), suggesting processing and surface-anchoring by the still-unknown putative transpeptidase, myxosortase. Members of this family include MXAN_3564 (mepA), part of the effector cargo of outer membrane vesicles that the species produces in large numbers during predation on other microbes.		CDD:468355	Proteobacteria	1224	24.661	369.0	200.0	18.0	198.0	544.0	1180.0	1492.0	7.02e-10	62.8
tr|B5YFG4|B5YFG4_DICT6	PRK07729	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase; Validated	1.2.1.12	CDD:236079	Terrabacteria group	1783272	58.457	337.0	137.0	2.0	1.0	337.0	1.0	334.0	0.0	511.0
tr|B5YL88|B5YL88_THEYD	PRK10064	catecholate siderophore receptor CirA	catecholate siderophore receptor CirA; Provisional		CDD:236646	Enterobacteriaceae	543	25.431	696.0	374.0	31.0	16.0	635.0	22.0	648.0	2.16e-47	175.0
tr|B5YLC0|B5YLC0_THEYD	NF033939	outer membrane homotrimeric porin	outer membrane homotrimeric porin. Proteins of this HMM family are primarily identified in sulfate-reducing Desulfovibrio, but this HMM may also hit proteins from other Gram-negative bacteria. Porins of this family form transmembrane pores for the passive transport of small molecules across the outer membranes of Gram-negative bacteria.		CDD:468255	Bacteria	2	19.512	533.0	305.0	22.0	1.0	487.0	1.0	455.0	4.41e-11	63.0
tr|B6BGJ6|B6BGJ6_SULGG	PRK10337	two-component system sensor histidine kinase QseC	sensor protein QseC; Provisional	2.7.13.3	CDD:182388	Gammaproteobacteria	1236	29.302	215.0	120.0	13.0	153.0	347.0	223.0	425.0	3.73e-15	74.7
tr|B6BMC3|B6BMC3_SULGG	PRK00771		signal recognition particle protein Srp54; Provisional		CDD:179118			37.892	446.0	260.0	8.0	5.0	442.0	1.0	437.0	3.26e-139	404.0
tr|B6WSF6|B6WSF6_9BACT	NF037995	TRAP transporter substrate-binding protein DctP	TRAP transporter substrate-binding protein DctP. Proteins of this family are members of the superfamily of Tripartite ATP-independent Periplasmic Transporter (TRAP-T). They transport hydrophobic substrates, usually lipoprotein.		CDD:468304	cellular organisms	131567	30.033	303.0	172.0	11.0	31.0	326.0	1.0	270.0	5.25e-51	169.0
sp|B7N7Q5|DAPB_ECOLU	cl42082		Dihydrodipicolinate reductase, C-terminus. Probable dihydrodipicolinate reductase		CDD:477943												
tr|B7NFN9|B7NFN9_ECOLU	PRK09466	bifunctional aspartate kinase/homoserine dehydrogenase II	bifunctional aspartate kinase II/homoserine dehydrogenase II; Provisional	1.1.1.3,2.7.2.4	CDD:236530	Bacteria	2	89.136	810.0	88.0	0.0	1.0	810.0	1.0	810.0	0.0	1580.0
tr|B7PPD6|B7PPD6_IXOSC	cl19223		Gamma-glutamyltranspeptidase. gamma-glutamyltranspeptidase; Reviewed		CDD:450276												
tr|B8ANZ8|B8ANZ8_ORYSI	NF038112	myxosortase-dependent M36 family metallopeptidase	myxosortase-dependent M36 family metallopeptidase. Members of this bacterial protein family have an M36 family metallopeptidase domain, like fungalysin (see PF02128), and a C-terminal MYXO-CTERM domain (see TIGR03901), suggesting processing and surface-anchoring by the still-unknown putative transpeptidase, myxosortase. Members of this family include MXAN_3564 (mepA), part of the effector cargo of outer membrane vesicles that the species produces in large numbers during predation on other microbes.		CDD:468355	Proteobacteria	1224	31.677	161.0	87.0	7.0	29.0	185.0	489.0	630.0	6.83e-19	89.7
tr|B8DYN4|B8DYN4_DICTD	cl21493		NADH-quinone oxidoreductase subunit D. This model represents that clade of F420-dependent hydrogenases (FRH) beta subunits found exclusively and universally in methanogenic archaea. This protein is a member of the Nickel-dependent hydrogenase superfamily represented by Pfam model, pfam00374.		CDD:473883												
tr|B8DZR4|B8DZR4_DICTD	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
tr|B8FDP0|B8FDP0_DESAL	PRK15415	propanediol utilization microcompartment protein PduB	propanediol utilization microcompartment protein PduB. 		CDD:185313	Bacteria	2	65.543	267.0	91.0	1.0	1.0	267.0	1.0	266.0	3.15e-162	449.0
tr|B8FJZ5|B8FJZ5_DESAL	cl00292		Adenine nucleotide alpha hydrolase (AANH) superfamily. tRNA-cytidine(32) 2-sulfurtransferase, also called two-thiocytidine biosynthesis protein A or tRNA 2-thiocytidine biosynthesis protein TtcA, catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). TtcA belongs to the adenine nucleotide alpha hydrolase superfamily (AANH) that includes N-type ATP PPases and ATP sulfurylases. It forms an alpha/beta/alpha fold which binds to the adenosine group. This domain has a strongly conserved motif SGGKD at the N-terminus.		CDD:469708												
tr|B8GE86|B8GE86_METPE	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
tr|B8GEJ2|B8GEJ2_METPE	NF041431		MEMAR_RS02690 family S-layer glycoprotein. Members of this family are archaeal S-layer glycoproteins in the family of MEMAR_RS02690. Most members of this family have the PGF-CTERM domain, recognized and processed by the archaeosortase A (ArtA). Surprisingly, while MEMAR_RS02690 itself, from Methanoculleus marisnigri, a methanogen from the Order Methanomicrobiales, has the PGF-CTERM domain, and ArtA is encoded in the species, cleavage and lipidation was not successfully shown. All seed alignment members contain the PGF-CTERM sorting signal at the C-terminus, but additional members of the family differ at the C-terminus, and appear not to be ArtA-dependent surface proteins.		CDD:469322			46.961	839.0	391.0	17.0	84.0	909.0	14.0	811.0	0.0	827.0
sp|B8GEZ3|PSA_METPE	PRK03996	archaeal proteasome endopeptidase complex subunit alpha	archaeal proteasome endopeptidase complex subunit alpha. 	3.4.25.1	CDD:235192	Archaea	2157	63.75	240.0	87.0	0.0	1.0	240.0	2.0	241.0	2.1600000000000003e-160	442.0
tr|B8GI77|B8GI77_METPE	NF041082		thermosome subunit alpha. 		CDD:469009			76.834	518.0	118.0	1.0	8.0	523.0	1.0	518.0	0.0	895.0
sp|B8GIQ3|EF1A_METPE	PRK12317	elongation factor 1-alpha	elongation factor 1-alpha; Reviewed	3.6.5.3	CDD:237055	cellular organisms	131567	75.529	425.0	102.0	1.0	2.0	424.0	1.0	425.0	0.0	898.0
sp|B8GJQ7|MTD_METPE	PRK00994	F420-dependent methylenetetrahydromethanopterin dehydrogenase	F420-dependent methylenetetrahydromethanopterin dehydrogenase. 	1.5.98.1	CDD:234885	Euryarchaeota	28890	62.411	282.0	99.0	4.0	1.0	280.0	1.0	277.0	1.45e-167	463.0
tr|B8J2S0|B8J2S0_DESDA	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|B9DZY1|B9DZY1_CLOK1	cl01982		Bacterial Micro-Compartment (BMC) domain. Bacterial microcompartments are primitive organelles composed entirely of protein subunits. The prototypical bacterial microcompartment is the carboxysome, a protein shell for sequestering carbon fixation reactions. These proteins for hexameric structure.		CDD:445628												
sp|B9LZ84|ATPB_GEODF	CHL00060		ATP synthase CF1 beta subunit		CDD:214349			70.378	476.0	134.0	1.0	2.0	470.0	13.0	488.0	0.0	885.0
tr|B9M0H1|B9M0H1_GEODF	PRK14708	flagellin (Provisional)	flagellin; Provisional		CDD:173171	Rhodopseudomonas	1073	41.566	166.0	95.0	1.0	107.0	270.0	721.0	886.0	4.08e-27	108.0
tr|B9M0H1|B9M0H1_GEODF	PRK14708	flagellin (Provisional)	flagellin; Provisional		CDD:173171	Rhodopseudomonas	1073	50.98	102.0	50.0	0.0	3.0	104.0	1.0	102.0	4.22e-22	93.8
tr|B9M0H1|B9M0H1_GEODF	PRK12688	flagellin (Provisional)	flagellin; Reviewed		CDD:171664	Rhizobiales	356	42.771	166.0	93.0	1.0	107.0	270.0	584.0	749.0	1.95e-28	112.0
tr|B9M0H1|B9M0H1_GEODF	PRK12688	flagellin (Provisional)	flagellin; Reviewed		CDD:171664	Rhizobiales	356	56.122	98.0	43.0	0.0	6.0	103.0	4.0	101.0	1.2300000000000002e-21	92.6
tr|B9M238|B9M238_GEODF	cl00391		N/A. Carbonic anhydrases (CA) are zinc-containing enzymes that catalyze the reversible hydration of carbon dioxide in a two-step mechanism in which the nucleophilic attack of a zinc-bound hydroxide ion on carbon dioxide is followed by the regeneration of an active site by ionization of the zinc-bound water molecule and removal of a proton from the active site. CAs are ubiquitous enzymes involved in fundamental processes like photosynthesis, respiration, pH homeostasis and ion transport. There are three evolutionarily distinct families of CAs (the alpha-, beta-, and gamma-CAs) which show no significant sequence identity or structural similarity.  Within the beta-CA family there are four evolutionarily distinct clades (A through D). The beta-CAs are multimeric enzymes (forming dimers,tetramers,hexamers and octamers) which are present in higher plants, algae, fungi, archaea and prokaryotes.		CDD:469755												
sp|B9M357|DNAK_GEODF	PRK00290	molecular chaperone DnaK	molecular chaperone DnaK; Provisional		CDD:234715	cellular organisms	131567	74.961	635.0	151.0	2.0	1.0	635.0	1.0	627.0	0.0	1320.0
tr|B9M518|B9M518_GEODF	PRK00285	integration host factor subunit alpha	integration host factor subunit alpha; Reviewed		CDD:178961	Bacteria	2	54.945	91.0	41.0	0.0	1.0	91.0	3.0	93.0	4.5e-44	136.0
tr|B9M5V5|B9M5V5_GEODF	PRK11177	phosphoenolpyruvate-protein phosphotransferase PtsI	phosphoenolpyruvate-protein phosphotransferase PtsI. 	2.7.3.9	CDD:183017	Gammaproteobacteria	1236	26.349	482.0	207.0	22.0	434.0	872.0	155.0	531.0	8.19e-26	111.0
tr|B9M5V5|B9M5V5_GEODF	PRK05878	pyruvate, phosphate dikinase	pyruvate phosphate dikinase; Provisional	2.7.9.1	CDD:235635	cellular organisms	131567	40.402	547.0	254.0	6.0	15.0	556.0	13.0	492.0	2.65e-178	523.0
tr|B9M8V6|B9M8V6_GEODF	PRK11067	outer membrane protein assembly factor BamA	outer membrane protein assembly factor YaeT; Provisional		CDD:236834	Gammaproteobacteria	1236	26.258	815.0	491.0	26.0	24.0	763.0	21.0	800.0	3.69e-73	252.0
tr|B9M981|B9M981_GEODF	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|B9M982|B9M982_GEODF	PRK09849	aldehyde ferredoxin oxidoreductase	putative oxidoreductase; Provisional	1.2.7.5	CDD:236629	Enterobacterales	91347	37.668	223.0	120.0	7.0	3.0	219.0	10.0	219.0	1.0299999999999999e-30	125.0
sp|B9MQH1|EFTU_CALBD	PRK00049	elongation factor Tu	elongation factor Tu; Reviewed		CDD:234596	Bacteria	2	82.75	400.0	65.0	2.0	1.0	400.0	1.0	396.0	0.0	911.0
tr|B9NM78|B9NM78_9RHOB	NF033517	IS66 family transposase	IS66 family transposase. Members of this protein family are DDE transposases from the IS66 family insertion sequences, which typically consist of two accessary genes (TnpA and TnpB) and the third gene encoding the transposase.		CDD:468053	cellular organisms	131567	50.873	401.0	179.0	6.0	85.0	484.0	5.0	388.0	1.57e-175	497.0
tr|B9XA39|B9XA39_PEDPL	PRK15319	fibronectin-binding autotransporter adhesin ShdA	fibronectin-binding autotransporter adhesin ShdA. 		CDD:185219	Salmonella enterica	28901	27.5	360.0	204.0	13.0	1401.0	1715.0	777.0	1124.0	1.7e-08	58.2
tr|B9XA39|B9XA39_PEDPL	PRK15319	fibronectin-binding autotransporter adhesin ShdA	fibronectin-binding autotransporter adhesin ShdA. 		CDD:185219	Salmonella enterica	28901	24.455	413.0	224.0	11.0	1430.0	1761.0	997.0	1402.0	3.09e-07	53.9
tr|B9XA39|B9XA39_PEDPL	PRK15319	fibronectin-binding autotransporter adhesin ShdA	fibronectin-binding autotransporter adhesin ShdA. 		CDD:185219	Salmonella enterica	28901	27.897	233.0	127.0	7.0	1430.0	1657.0	934.0	1130.0	0.000279	44.3
tr|B9Y9G8|B9Y9G8_9FIRM	PRK02947	sugar isomerase domain-containing protein	sugar isomerase domain-containing protein. 		CDD:179510	cellular organisms	131567	41.975	243.0	132.0	1.0	1.0	234.0	3.0	245.0	3.11e-100	289.0
tr|B9Z7Z2|B9Z7Z2_9NEIS	PRK15061	catalase/peroxidase	catalase/peroxidase. 	1.11.1.21	CDD:237891	cellular organisms	131567	82.897	725.0	123.0	1.0	2.0	725.0	1.0	725.0	0.0	1697.0
tr|C0GJ12|C0GJ12_DETAL	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|C0Q8W2|C0Q8W2_DESAH	PRK13483	ligand-gated channel protein	ligand-gated channel protein. 		CDD:184080	Proteobacteria	1224	24.046	262.0	147.0	10.0	336.0	563.0	416.0	659.0	5.27e-13	70.2
tr|C0Q932|C0Q932_DESAH	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|C0QDP4|C0QDP4_DESAH	PRK07233	hypothetical protein (Provisional)	hypothetical protein; Provisional		CDD:235977	cellular organisms	131567	52.632	38.0	18.0	0.0	248.0	285.0	1.0	38.0	3.29e-09	59.1
tr|C0QDP4|C0QDP4_DESAH	PRK07233	hypothetical protein (Provisional)	hypothetical protein; Provisional		CDD:235977	cellular organisms	131567	36.842	38.0	24.0	0.0	9.0	46.0	2.0	39.0	1.04e-06	51.4
tr|C0QDP4|C0QDP4_DESAH	PRK07233	hypothetical protein (Provisional)	hypothetical protein; Provisional		CDD:235977	cellular organisms	131567	48.485	33.0	17.0	0.0	1069.0	1101.0	4.0	36.0	3.96e-06	49.5
tr|C0QDP4|C0QDP4_DESAH	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			36.433	656.0	302.0	14.0	926.0	1480.0	1.0	642.0	3.43e-162	507.0
tr|C0QDP4|C0QDP4_DESAH	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			39.446	289.0	156.0	7.0	622.0	902.0	284.0	561.0	1.8800000000000002e-71	254.0
tr|C0QDP4|C0QDP4_DESAH	PRK12771	putative glutamate synthase (NADPH) small subunit (Provisional)	putative glutamate synthase (NADPH) small subunit; Provisional		CDD:237198	cellular organisms	131567	40.65	492.0	276.0	8.0	158.0	644.0	48.0	528.0	2.26e-158	489.0
tr|C0QFN5|C0QFN5_DESAH	cl18945		N/A. This is a putative pyridoxal 5'-phosphate-dependent methionine gamma-lyase enzyme involved in methionine catabolism.		CDD:450240												
tr|C0QLM3|C0QLM3_DESAH	cl14632		vicinal oxygen chelate (VOC) family. This domain is one of two barrel-shaped regions that together form the active enzyme, 4-hydroxyphenylpyruvic acid dioxygenase, EC:1.13.11.27. As can be deduced from the disposition of the various Glyoxalase families, _2, _3 and _4 in Pfam, pfam00903, pfam12681, pfam13468, pfam13669, these two regions are similar to be indicative of a gene-duplication event. At the individual sequence level slight differences in conformation have given rise to slightly different functions. In the case of UniProt:P80064, 4-hydroxyphenylpyruvic acid dioxygenase catalyzes the formation of homogentisate from 4-hydroxyphenylpyruvate, and the pyruvate part of the HPPD substrate (4-hydroxyphenylpyruvate), derived from L-tyrosine, and the O2 molecule occupy the three free coordination sites of the catalytic iron atom in the C-terminal domain. In plants and photosynthetic bacteria, the tyrosine degradation pathway is crucial because homogentisate, a tyrosine degradation product, is a precursor for the biosynthesis of photosynthetic pigments, such as quinones or tocopherols.		CDD:472697												
tr|C0W1G5|C0W1G5_9ACTO	PRK07729	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase; Validated	1.2.1.12	CDD:236079	Terrabacteria group	1783272	58.209	335.0	138.0	2.0	1.0	334.0	1.0	334.0	1.15e-167	468.0
sp|C1A6Q3|EFTU_GEMAT	PRK00049	elongation factor Tu	elongation factor Tu; Reviewed		CDD:234596	Bacteria	2	75.622	402.0	90.0	3.0	1.0	400.0	1.0	396.0	0.0	767.0
tr|C2FUK8|C2FUK8_SPHSI	PRK13513	ligand-gated channel protein	ligand-gated channel protein. 		CDD:184104	Proteobacteria	1224	28.481	158.0	80.0	8.0	84.0	228.0	33.0	170.0	5.49e-06	47.8
tr|C3QX03|C3QX03_9BACE	PRK13484	IreA family TonB-dependent siderophore receptor	IreA family TonB-dependent siderophore receptor. 		CDD:139605	Enterobacterales	91347	32.716	162.0	88.0	9.0	19.0	179.0	18.0	159.0	3.75e-06	49.2
tr|C3SCN2|C3SCN2_ECOLX	PRK09250	class I fructose-bisphosphate aldolase	class I fructose-bisphosphate aldolase. 	4.1.2.13	CDD:236431	Bacteria	2	80.571	350.0	66.0	2.0	25.0	374.0	1.0	348.0	0.0	672.0
tr|C3SCN2|C3SCN2_ECOLX	PRK09250	class I fructose-bisphosphate aldolase	class I fructose-bisphosphate aldolase. 	4.1.2.13	CDD:236431	Chlamydia	810	80.571	350.0	66.0	2.0	25.0	374.0	1.0	348.0	0.0	672.0
tr|C3SCN2|C3SCN2_ECOLX	PRK09250	class I fructose-bisphosphate aldolase	class I fructose-bisphosphate aldolase. 	4.1.2.13	CDD:236431	Enterobacterales	91347	80.571	350.0	66.0	2.0	25.0	374.0	1.0	348.0	0.0	672.0
