qseqid	General functional category	Functional category	DB ID	Protein description	DB description	EC number	KO	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|B8ANZ8|B8ANZ8_ORYSI	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG1651	Protein thiol-disulfide isomerase DsbC	Protein thiol-disulfide isomerase DsbC [Posttranslational modification, protein turnover, chaperones]. 	5.3.4.1	K03805,K03673	CDD:441257	22.222	108.0	66.0	5.0	289.0	394.0	57.0	148.0	9.81e-07	46.1
tr|B8DYN4|B8DYN4_DICTD	METABOLISM	Energy production and conversion 	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	Coenzyme F420-reducing hydrogenase, alpha subunit [Energy production and conversion]. 			CDD:442490	53.731	469.0	205.0	6.0	1.0	469.0	1.0	457.0	0.0	699.0
tr|B8DZR4|B8DZR4_DICTD	METABOLISM	Carbohydrate transport and metabolism 	COG2182	Maltose-binding periplasmic protein MalE	Maltose-binding periplasmic protein MalE [Carbohydrate transport and metabolism]. 		K00941,K10108,K05366,K02027	CDD:441785	45.526	380.0	198.0	7.0	18.0	392.0	33.0	408.0	2.3099999999999998e-150	428.0
tr|B8FDP0|B8FDP0_DESAL	METABOLISM	Amino acid transport and metabolism 	COG4816	Ethanolamine utilization protein EutL, microcompartment shell protein	Ethanolamine utilization protein EutL, microcompartment shell protein [Amino acid transport and metabolism]. 			CDD:443844	39.216	204.0	107.0	6.0	57.0	251.0	14.0	209.0	1.1500000000000001e-88	259.0
tr|B8FJZ5|B8FJZ5_DESAL	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG0589	Nucleotide-binding universal stress protein,  UspA family	Nucleotide-binding universal stress protein,  UspA family [Signal transduction mechanisms]. 	2.7.11.-		CDD:440354	34.286	140.0	86.0	1.0	1.0	140.0	1.0	134.0	1.77e-38	124.0
tr|B8FJZ5|B8FJZ5_DESAL	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG0589	Nucleotide-binding universal stress protein,  UspA family	Nucleotide-binding universal stress protein,  UspA family [Signal transduction mechanisms]. 	2.7.11.1		CDD:440354	34.286	140.0	86.0	1.0	1.0	140.0	1.0	134.0	1.77e-38	124.0
tr|B8FKZ3|B8FKZ3_DESAL	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	22.826	276.0	150.0	14.0	105.0	376.0	49.0	265.0	3.74e-05	42.7
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	21.168	411.0	233.0	19.0	1121.0	1525.0	21.0	346.0	5.23e-12	67.8
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	21.037	347.0	225.0	12.0	49.0	364.0	11.0	339.0	7.15e-09	57.8
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	21.283	343.0	218.0	11.0	600.0	934.0	45.0	343.0	2.25e-08	56.2
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	23.171	164.0	96.0	5.0	1742.0	1903.0	145.0	280.0	7.42e-07	51.2
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	25.949	158.0	106.0	5.0	2012.0	2163.0	86.0	238.0	7.48e-07	51.2
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	20.833	312.0	198.0	11.0	718.0	1013.0	29.0	307.0	0.000126	44.3
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	19.726	365.0	222.0	12.0	829.0	1184.0	13.0	315.0	0.000194	43.5
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	23.239	142.0	94.0	3.0	104.0	245.0	216.0	342.0	0.000204	43.5
tr|B8FN40|B8FN40_DESAL	POORLY CHARACTERIZED	General function prediction only 	COG1361	S-layer protein MJ0795, predicted component of type IV pili-like system	S-layer protein MJ0795, predicted component of type IV pili-like system [General function prediction only]. 		K01406,K01186	CDD:440972	19.298	399.0	214.0	20.0	2393.0	2782.0	7.0	306.0	0.001	41.6
tr|B8FN40|B8FN40_DESAL	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	9.73	1593.0	1424.0	5.0	1271.0	2863.0	114.0	1692.0	2.96e-13	73.3
tr|B8FN40|B8FN40_DESAL	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	9.481	1677.0	1491.0	4.0	1483.0	3135.0	4.0	1677.0	3.68e-11	66.3
tr|B8FN40|B8FN40_DESAL	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.132	882.0	772.0	1.0	1161.0	2039.0	797.0	1678.0	2.05e-07	54.0
sp|B8GDH2|MCH_METPE	METABOLISM	Coenzyme transport and metabolism 	COG3252	Methenyltetrahydromethanopterin cyclohydrolase	Methenyltetrahydromethanopterin cyclohydrolase [Coenzyme transport and metabolism]. 	3.5.4.27		CDD:442483	52.532	316.0	147.0	2.0	1.0	314.0	1.0	315.0	0.0	510.0
tr|B8GE86|B8GE86_METPE	METABOLISM	Inorganic ion transport and metabolism 	COG0725	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA [Inorganic ion transport and metabolism]. ABC-type molybdate transport system, periplasmic Mo-binding protein ModA is part of the Pathway/BioSystem: Molybdopterin biosynthesis		K02020	CDD:440489	24.161	298.0	158.0	9.0	322.0	615.0	18.0	251.0	3.09e-37	136.0
tr|B8GE86|B8GE86_METPE	METABOLISM	Inorganic ion transport and metabolism 	COG2998	ABC-type tungstate transport system, permease component TupA	ABC-type tungstate transport system, permease component TupA [Inorganic ion transport and metabolism]. 			CDD:442236	43.478	299.0	133.0	6.0	14.0	311.0	6.0	269.0	2.73e-119	353.0
tr|B8GE89|B8GE89_METPE	METABOLISM	Coenzyme transport and metabolism 	COG4054	Methyl coenzyme M reductase, beta subunit	Methyl coenzyme M reductase, beta subunit [Coenzyme transport and metabolism]. 	2.8.4.1		CDD:443231	70.115	435.0	130.0	0.0	1.0	435.0	1.0	435.0	0.0	842.0
sp|B8GEZ3|PSA_METPE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0638	20S proteasome, alpha and beta subunits	20S proteasome, alpha and beta subunits [Posttranslational modification, protein turnover, chaperones]. 	3.4.25.1		CDD:440403	54.741	232.0	100.0	4.0	1.0	230.0	1.0	229.0	1.7e-109	312.0
tr|B8GI77|B8GI77_METPE	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150		CDD:440227	33.333	516.0	271.0	12.0	41.0	529.0	27.0	496.0	4.6400000000000004e-179	511.0
sp|B8GIQ3|EF1A_METPE	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG5256	Translation elongation factor EF-1alpha (GTPase)	Translation elongation factor EF-1alpha (GTPase) [Translation, ribosomal structure and biogenesis]. Translation elongation factor EF-1alpha (GTPase) is part of the Pathway/BioSystem: Translation factors			CDD:444074	73.995	423.0	110.0	0.0	1.0	423.0	1.0	423.0	0.0	873.0
sp|B8GJQ7|MTD_METPE	METABOLISM	Energy production and conversion 	COG1927	F420-dependent methylenetetrahydromethanopterin dehydrogenase	F420-dependent methylenetetrahydromethanopterin dehydrogenase [Energy production and conversion]. 	1.5.99.9		CDD:441530	61.786	280.0	103.0	3.0	2.0	280.0	1.0	277.0	3.17e-167	461.0
tr|B8J2S0|B8J2S0_DESDA	METABOLISM	Energy production and conversion 	COG1454	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV [Energy production and conversion]. 	1.1.1.1	K00048	CDD:441063	46.809	376.0	193.0	2.0	12.0	387.0	1.0	369.0	0.0	528.0
tr|B9DZY1|B9DZY1_CLOK1	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	COG4577	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN [Secondary metabolites biosynthesis, transport and catabolism, Energy production and conversion]. 		K07708,K00658	CDD:443634	74.118	85.0	22.0	0.0	32.0	116.0	2.0	86.0	1.84e-40	126.0
tr|B9DZY1|B9DZY1_CLOK1	METABOLISM	Energy production and conversion 	COG4577	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN [Secondary metabolites biosynthesis, transport and catabolism, Energy production and conversion]. 		K07708,K00658	CDD:443634	74.118	85.0	22.0	0.0	32.0	116.0	2.0	86.0	1.84e-40	126.0
tr|B9K9Q1|B9K9Q1_THENN	POORLY CHARACTERIZED	Function unknown 	COG2359	Stage V sporulation protein SpoVS, predicted DNA-binding, AlbA superfamily	Stage V sporulation protein SpoVS, predicted DNA-binding, AlbA superfamily [Function unknown]. 			CDD:441926	81.609	87.0	16.0	0.0	1.0	87.0	1.0	87.0	7.569999999999999e-52	154.0
sp|B9LZ84|ATPB_GEODF	METABOLISM	Energy production and conversion 	COG0055	FoF1-type ATP synthase, beta subunit	FoF1-type ATP synthase, beta subunit [Energy production and conversion]. FoF1-type ATP synthase, beta subunit is part of the Pathway/BioSystem: FoF1-type ATP synthase	3.6.3.14		CDD:439825	79.744	469.0	91.0	1.0	1.0	469.0	1.0	465.0	0.0	1041.0
tr|B9M0H1|B9M0H1_GEODF	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG1344	Flagellin and related hook-associated protein FlgL	Flagellin and related hook-associated protein FlgL [Cell motility]. 	6.2.1.17		CDD:440955	20.974	267.0	185.0	4.0	6.0	271.0	3.0	244.0	5.23e-28	104.0
tr|B9M238|B9M238_GEODF	METABOLISM	Inorganic ion transport and metabolism 	COG0288	Carbonic anhydrase	Carbonic anhydrase [Inorganic ion transport and metabolism]. 	4.2.1.1		CDD:440057	43.434	198.0	103.0	4.0	36.0	229.0	1.0	193.0	5.17e-77	228.0
sp|B9M357|DNAK_GEODF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0443	Molecular chaperone DnaK (HSP70)	Molecular chaperone DnaK (HSP70) [Posttranslational modification, protein turnover, chaperones]. 	2.7.7.6	K01869,K01945,K01529	CDD:440212	66.012	509.0	136.0	5.0	4.0	511.0	1.0	473.0	0.0	809.0
sp|B9M357|DNAK_GEODF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0443	Molecular chaperone DnaK (HSP70)	Molecular chaperone DnaK (HSP70) [Posttranslational modification, protein turnover, chaperones]. 	6.1.1.16	K01869,K01945,K01529	CDD:440212	66.012	509.0	136.0	5.0	4.0	511.0	1.0	473.0	0.0	809.0
sp|B9M357|DNAK_GEODF	METABOLISM	Energy production and conversion 	COG2811	Archaeal/vacuolar-type H+-ATPase subunit H	Archaeal/vacuolar-type H+-ATPase subunit H [Energy production and conversion]. Archaeal/vacuolar-type H+-ATPase subunit H is part of the Pathway/BioSystem: A/V-type ATP synthase	3.6.3.14		CDD:442060	22.353	85.0	61.0	1.0	505.0	589.0	15.0	94.0	0.000845	36.4
tr|B9M518|B9M518_GEODF	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha	Bacterial nucleoid DNA-binding protein IHF-alpha [Replication, recombination and repair]. 	3.6.1.40	K04764	CDD:440539	46.154	91.0	49.0	0.0	1.0	91.0	1.0	91.0	4.35e-40	124.0
tr|B9M518|B9M518_GEODF	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0776	Bacterial nucleoid DNA-binding protein IHF-alpha	Bacterial nucleoid DNA-binding protein IHF-alpha [Replication, recombination and repair]. 	3.6.1.11	K04764	CDD:440539	46.154	91.0	49.0	0.0	1.0	91.0	1.0	91.0	4.35e-40	124.0
tr|B9M5V5|B9M5V5_GEODF	METABOLISM	Carbohydrate transport and metabolism 	COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria) [Carbohydrate transport and metabolism]. 	2.7.3.9	K08483	CDD:440698	28.074	488.0	211.0	22.0	424.0	872.0	144.0	530.0	1.48e-52	190.0
tr|B9M5V5|B9M5V5_GEODF	METABOLISM	Carbohydrate transport and metabolism 	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism]. Phosphoenolpyruvate synthase/pyruvate phosphate dikinase is part of the Pathway/BioSystem: Gluconeogenesis	2.7.9.2	K01007	CDD:440339	39.249	586.0	150.0	20.0	4.0	517.0	3.0	454.0	2.07e-178	520.0
tr|B9M878|B9M878_GEODF	METABOLISM	Inorganic ion transport and metabolism 	COG3746	Phosphate-selective porin	Phosphate-selective porin [Inorganic ion transport and metabolism]. 			CDD:442960	25.526	380.0	231.0	11.0	42.0	386.0	1.0	363.0	7.13e-55	183.0
tr|B9M8V6|B9M8V6_GEODF	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4775	Outer membrane protein assembly factor BamA	Outer membrane protein assembly factor BamA [Cell wall/membrane/envelope biogenesis]. 	4.2.1.59	K07277,K01362,K07001	CDD:443807	36.948	747.0	426.0	12.0	29.0	766.0	1.0	711.0	0.0	645.0
tr|B9M8V6|B9M8V6_GEODF	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4775	Outer membrane protein assembly factor BamA	Outer membrane protein assembly factor BamA [Cell wall/membrane/envelope biogenesis]. 	4.2.1.59	K07277,K01362,K07001	CDD:443807	30.667	75.0	49.0	1.0	28.0	99.0	313.0	387.0	8.34e-07	49.3
tr|B9M981|B9M981_GEODF	METABOLISM	Energy production and conversion 	COG1454	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV [Energy production and conversion]. 	1.1.1.1	K00048	CDD:441063	50.524	382.0	188.0	1.0	6.0	387.0	1.0	381.0	0.0	539.0
tr|B9M982|B9M982_GEODF	METABOLISM	Energy production and conversion 	COG2414	Aldehyde:ferredoxin oxidoreductase	Aldehyde:ferredoxin oxidoreductase [Energy production and conversion]. 	1.2.7.5		CDD:441969	38.629	598.0	321.0	17.0	1.0	574.0	5.0	580.0	0.0	521.0
tr|B9M986|B9M986_GEODF	METABOLISM	Inorganic ion transport and metabolism 	COG3746	Phosphate-selective porin	Phosphate-selective porin [Inorganic ion transport and metabolism]. 			CDD:442960	26.142	394.0	239.0	10.0	54.0	413.0	13.0	388.0	2.08e-54	182.0
sp|B9MQH1|EFTU_CALBD	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG0050	Translation elongation factor EF-Tu, a GTPase	Translation elongation factor EF-Tu, a GTPase [Translation, ribosomal structure and biogenesis]. Translation elongation factor EF-Tu, a GTPase is part of the Pathway/BioSystem: Translation factors		K02358	CDD:439820	83.0	400.0	64.0	2.0	1.0	400.0	1.0	396.0	0.0	912.0
tr|B9NM78|B9NM78_9RHOB	CELLULAR PROCESSES AND SIGNALING	Mobilome: prophages, transposons	COG3436	Transposase	Transposase [Mobilome: prophages, transposons]. 			CDD:442662	30.569	422.0	285.0	4.0	23.0	443.0	2.0	416.0	4.12e-99	302.0
tr|B9XA39|B9XA39_PEDPL	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	12.583	1200.0	1022.0	5.0	658.0	1835.0	27.0	1221.0	4.88e-14	75.2
tr|B9XA39|B9XA39_PEDPL	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3210	Large exoprotein involved in heme utilization or adhesion	Large exoprotein involved in heme utilization or adhesion [Intracellular trafficking, secretion, and vesicular transport]. 		K01238,K12516	CDD:442443	10.183	1473.0	1315.0	3.0	251.0	1723.0	233.0	1697.0	1.46e-11	66.7
tr|B9XB05|B9XB05_PEDPL	METABOLISM	Carbohydrate transport and metabolism 	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	Glucose/arabinose dehydrogenase, beta-propeller fold [Carbohydrate transport and metabolism]. 	1.1.1.-		CDD:441736	25.962	416.0	236.0	17.0	69.0	481.0	17.0	363.0	2.4599999999999998e-48	174.0
tr|B9XB05|B9XB05_PEDPL	POORLY CHARACTERIZED	General function prediction only 	COG5306	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system [General function prediction only]. 			CDD:444105	24.224	161.0	93.0	8.0	922.0	1077.0	142.0	278.0	1.01e-06	50.3
tr|B9XB05|B9XB05_PEDPL	POORLY CHARACTERIZED	General function prediction only 	COG5306	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system [General function prediction only]. 			CDD:444105	17.671	249.0	179.0	7.0	1318.0	1550.0	218.0	456.0	0.000206	42.6
tr|B9Y9G8|B9Y9G8_9FIRM	POORLY CHARACTERIZED	General function prediction only 	COG4821	Uncharacterized conserved protein, contains SIS (Sugar ISomerase) phosphosugar binding domain	Uncharacterized conserved protein, contains SIS (Sugar ISomerase) phosphosugar binding domain [General function prediction only]. 			CDD:443849	43.154	241.0	125.0	1.0	6.0	234.0	9.0	249.0	3.36e-102	294.0
tr|B9Z7Z2|B9Z7Z2_9NEIS	METABOLISM	Inorganic ion transport and metabolism 	COG0376	Catalase (peroxidase I)	Catalase (peroxidase I) [Inorganic ion transport and metabolism]. 	1.11.1.21		CDD:440145	83.151	730.0	118.0	1.0	1.0	725.0	1.0	730.0	0.0	1720.0
tr|C0GJ12|C0GJ12_DETAL	METABOLISM	Energy production and conversion 	COG1454	Alcohol dehydrogenase, class IV	Alcohol dehydrogenase, class IV [Energy production and conversion]. 	1.1.1.1	K00048	CDD:441063	49.215	382.0	193.0	1.0	1.0	382.0	1.0	381.0	0.0	545.0
tr|C0GK72|C0GK72_DETAL	METABOLISM	Lipid transport and metabolism 	COG2057	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit [Lipid transport and metabolism]. 	2.8.3.5	K01032	CDD:441660	39.764	254.0	130.0	5.0	4.0	254.0	2.0	235.0	8.250000000000001e-79	235.0
tr|C0Q8W2|C0Q8W2_DESAH	METABOLISM	Inorganic ion transport and metabolism 	COG4772	Outer membrane receptor for Fe3+-dicitrate	Outer membrane receptor for Fe3+-dicitrate [Inorganic ion transport and metabolism]. 			CDD:443804	20.84	595.0	404.0	21.0	1.0	564.0	123.0	681.0	1.65e-62	215.0
tr|C0Q932|C0Q932_DESAH	METABOLISM	Carbohydrate transport and metabolism 	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain [Carbohydrate transport and metabolism]. 		K10439,K02056,K02529,K10540	CDD:441483	26.875	320.0	212.0	8.0	2.0	312.0	1.0	307.0	3.51e-45	153.0
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	35.821	67.0	38.0	1.0	1405.0	1471.0	6.0	67.0	6.78e-13	62.4
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	48.148	27.0	14.0	0.0	95.0	121.0	28.0	54.0	4.83e-06	43.2
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	Function unknown 	COG2768	Uncharacterized Fe-S cluster protein	Uncharacterized Fe-S cluster protein [Function unknown]. 		K00335	CDD:442050	52.632	19.0	9.0	0.0	103.0	121.0	7.0	25.0	0.00027	38.2
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	51.761	568.0	255.0	9.0	926.0	1481.0	3.0	563.0	0.0	813.0
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	41.036	251.0	134.0	8.0	646.0	891.0	228.0	469.0	3.55e-81	275.0
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	45.545	101.0	55.0	0.0	2.0	102.0	136.0	236.0	4.05e-38	148.0
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Energy production and conversion 	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	Heterodisulfide reductase, subunit A (polyferredoxin) [Energy production and conversion]. 	1.8.98.1	K00345,K00443	CDD:440762	24.217	351.0	183.0	23.0	238.0	532.0	132.0	455.0	2.16e-06	49.1
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Amino acid transport and metabolism 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	47.044	406.0	206.0	6.0	158.0	556.0	31.0	434.0	0.0	543.0
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	General function prediction only 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	47.044	406.0	206.0	6.0	158.0	556.0	31.0	434.0	0.0	543.0
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Amino acid transport and metabolism 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	41.86	43.0	21.0	1.0	599.0	641.0	1.0	39.0	2.1e-05	45.5
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	General function prediction only 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	41.86	43.0	21.0	1.0	599.0	641.0	1.0	39.0	2.1e-05	45.5
tr|C0QDP4|C0QDP4_DESAH	METABOLISM	Amino acid transport and metabolism 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	48.485	33.0	17.0	0.0	1069.0	1101.0	126.0	158.0	0.000269	42.0
tr|C0QDP4|C0QDP4_DESAH	POORLY CHARACTERIZED	General function prediction only 	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]. NADPH-dependent glutamate synthase beta chain or related oxidoreductase is part of the Pathway/BioSystem: Glutamine biosynthesis		K00266	CDD:440259	48.485	33.0	17.0	0.0	1069.0	1101.0	126.0	158.0	0.000269	42.0
tr|C0QFN5|C0QFN5_DESAH	METABOLISM	Amino acid transport and metabolism 	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase [Amino acid transport and metabolism]. Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase is part of the Pathway/BioSystem: Arginine biosynthesis		K00840,K00821	CDD:444016	47.98	396.0	197.0	4.0	1.0	394.0	3.0	391.0	0.0	594.0
tr|C0QLM3|C0QLM3_DESAH	METABOLISM	Amino acid transport and metabolism 	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	4-hydroxyphenylpyruvate dioxygenase and related hemolysins [Amino acid transport and metabolism, General function prediction only]. 	1.13.11.27	K00457	CDD:442418	35.928	167.0	73.0	7.0	1.0	133.0	142.0	308.0	9.27e-40	133.0
tr|C0QLM3|C0QLM3_DESAH	POORLY CHARACTERIZED	General function prediction only 	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	4-hydroxyphenylpyruvate dioxygenase and related hemolysins [Amino acid transport and metabolism, General function prediction only]. 	1.13.11.27	K00457	CDD:442418	35.928	167.0	73.0	7.0	1.0	133.0	142.0	308.0	9.27e-40	133.0
