qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|B8GI77|B8GI77_METPE	cd03343		cpn60 chaperonin family. Chaperonins are involved in productive folding of proteins. They share a common general morphology, a double toroid of 2 stacked rings. Archaeal cpn60 (thermosome), together with TF55 from thermophilic bacteria and the eukaryotic cytosol chaperonin (CTT), belong to the type II group of chaperonins. Cpn60 consists of two stacked octameric rings, which are composed of one or two different subunits.  Their common function is to sequester nonnative proteins inside their central cavity and promote folding by using energy derived from ATP hydrolysis.		CDD:239459			71.373	517.0	145.0	1.0	10.0	523.0	1.0	517.0	0.0	804.0
sp|B8GIQ3|EF1A_METPE	cd01883		Elongation Factor 1-alpha (EF1-alpha) protein family. EF1 is responsible for the GTP-dependent binding of aminoacyl-tRNAs to the ribosomes. EF1 is composed of four subunits: the alpha chain which binds GTP and aminoacyl-tRNAs, the gamma chain that probably plays a role in anchoring the complex to other cellular components and the beta and delta (or beta') chains. This subfamily is the alpha subunit, and represents the counterpart of bacterial EF-Tu for the archaea (aEF1-alpha) and eukaryotes (eEF1-alpha). eEF1-alpha interacts with the actin of the eukaryotic cytoskeleton and may thereby play a role in cellular transformation and apoptosis. EF-Tu can have no such role in bacteria. In humans, the isoform eEF1A2 is overexpressed in 2/3 of breast cancers and has been identified as a putative oncogene. This subfamily also includes Hbs1, a G protein known to be important for efficient growth and protein synthesis under conditions of limiting translation initiation in yeast, and to associate with Dom34. It has been speculated that yeast Hbs1 and Dom34 proteins may function as part of a complex with a role in gene expression.		CDD:206670			53.881	219.0	92.0	2.0	9.0	218.0	1.0	219.0	1.63e-127	365.0
sp|B8GIQ3|EF1A_METPE	cd03693		Domain II of elongation factor 1-alpha. This family represents domain II of elongation factor 1-alpha (EF-1A) that is found in archaea and all eukaryotic lineages. EF-1A is very abundant in the cytosol, where it is involved in the GTP-dependent binding of aminoacyl-tRNAs to the A site of the ribosomes in the second step of translation from mRNAs to proteins. Both domain II of EF-1A and domain IV of IF2/eIF5B have been implicated in recognition of the 3'-ends of tRNA. More than 61% of eukaryotic elongation factor 1A (eEF-1A) in cells is estimated to be associated with actin cytoskeleton. The binding of eEF-1A to actin is a noncanonical function that may link two distinct cellular processes, cytoskeleton organization and gene expression.		CDD:293894			68.539	89.0	28.0	0.0	221.0	309.0	1.0	89.0	7.869999999999999e-55	175.0
sp|B8GIQ3|EF1A_METPE	cd03705		Domain III of Elongation Factor 1. Eukaryotic elongation factor 1 (EF-1) is responsible for the GTP-dependent binding of aminoacyl-tRNAs to ribosomes. EF-1 is composed of four subunits: the alpha chain, which binds GTP and aminoacyl-tRNAs; the gamma chain that probably plays a role in anchoring the complex to other cellular components; and the beta and delta (or beta') chains. This model represents the alpha subunit, which is the counterpart of bacterial EF-Tu for archaea (aEF-1 alpha) and eukaryotes (eEF-1 alpha).		CDD:294004			54.808	104.0	47.0	0.0	313.0	416.0	1.0	104.0	2.76e-61	192.0
tr|B8J2S0|B8J2S0_DESDA	cd08188		1,3-Propanediol (1,3-PD) dehydrogenase. This family includes 1,3-propanediol (1,3-PD) dehydrogenase, a key enzyme in the microbial production of 1,3-PD that has been previously characterized as the product of dhaT gene in Klebsiella pneumoniae. 1,3-PD dehydrogenase is a member of the family III metal-dependent polyol dehydrogenases, which are shown to require a divalent metal ion for catalysis. However, some members of this family showed a dependence on Fe(2+) or Zn(2+) for activity.		CDD:341467			62.366	372.0	134.0	1.0	16.0	387.0	3.0	368.0	0.0	658.0
tr|B9DZY1|B9DZY1_CLOK1	cd07059		1,2-propanediol utilization protein A (PduA), Bacterial Micro-Compartment (BMC) domain. PduA is encoded within the 1,2-propanediol utilization (pdu) operon along with other homologous carboxysome shell proteins PduB, B', J, K, T, and U. PduA is thought to be required for the formation of the outer shell of bacterial pdu polyhedral organelles which are involved in coenzyme B12-dependent degradation of 1,2-propanediol. Although it has been suggested that PduA might form hexamers and further assemble into the flat facets of the polyhedral outer shell of pdu organelles, like PduU does, at present no experimental evidence directly supports this view.		CDD:132899			91.765	85.0	7.0	0.0	34.0	118.0	1.0	85.0	2.28e-41	130.0
sp|B9LZ84|ATPB_GEODF	cd18115		F1-ATP synthase beta (B) subunit, N-terminal domain. The beta (B) subunit of the F1 complex of FoF1-ATP synthase, N-terminal domain. The F-ATP synthase (also called FoF1-ATPase) is found in bacterial plasma membranes, mitochondrial inner membranes and in chloroplast thylakoid membranes. It has also been found in the archaea Methanosarcina barkeri. It uses a proton gradient to drive ATP synthesis and hydrolyzes ATP to build the proton gradient. The extrinsic membrane domain, F1, is composed of alpha, beta, gamma, delta and epsilon subunits with a stoichiometry of 3:3:1:1:1. The beta subunit of ATP synthase is catalytic.		CDD:349739			67.5	80.0	22.0	1.0	4.0	83.0	1.0	76.0	1.05e-37	130.0
sp|B9LZ84|ATPB_GEODF	cd18110		F1-ATP synthase beta (B) subunit, C-terminal domain. The beta (B) subunit of the F1 complex of F0F1-ATP synthase, C-terminal domain. The F-ATP synthase (also called FoF1-ATPase) is found in bacterial plasma membranes, mitochondrial inner membranes and in chloroplast thylakoid membranes. It has also been found in the archaea Methanosarcina barkeri. It uses a proton gradient to drive ATP synthesis and hydrolyzes ATP to build the proton gradient. The extrinsic membrane domain, F1, is composed of alpha, beta, gamma, delta and epsilon subunits with a stoichiometry of 3:3:1:1:1. The beta subunit of ATP synthase is catalytic.		CDD:349745			82.407	108.0	19.0	0.0	357.0	464.0	1.0	108.0	6.3e-77	233.0
sp|B9LZ84|ATPB_GEODF	cd01133		F1 ATP synthase beta subunit, central domain. The F-ATPase is found in bacterial plasma membranes, mitochondrial inner membranes and in chloroplast thylakoid membranes. It has also been found in the archaea Methanosarcina barkeri. It uses a proton gradient to drive ATP synthesis and hydrolyzes ATP to build the proton gradient. The mitochondrial extrinsic membrane domain, F1,  is composed of alpha, beta, gamma, delta and epsilon subunits with a stoichiometry of 3:3:1:1:1. The beta subunit of ATP synthase is catalytic. Alpha and beta subunits form the globular catalytic moiety, a hexameric ring of alternating alpha and beta subunits. Gamma, delta and epsilon subunits form a stalk, connecting F1 to F0, the integral membrane proton-translocating domain.		CDD:410877			84.838	277.0	37.0	1.0	84.0	355.0	1.0	277.0	0.0	603.0
tr|B9M238|B9M238_GEODF	cd03378		Carbonic anhydrases (CA) are zinc-containing enzymes that catalyze the reversible hydration of carbon dioxide in a two-step mechanism in which the nucleophilic attack of a zinc-bound hydroxide ion on carbon dioxide is followed by the regeneration of an active site by ionization of the zinc-bound water molecule and removal of a proton from the active site. CAs are ubiquitous enzymes involved in fundamental processes like photosynthesis, respiration, pH homeostasis and ion transport. There are three evolutionarily distinct families of CAs (the alpha-, beta-, and gamma-CAs) which show no significant sequence identity or structural similarity.  Within the beta-CA family there are four evolutionarily distinct clades (A through D). The beta-CAs are multimeric enzymes (forming dimers,tetramers,hexamers and octamers) which are present in higher plants, algae, fungi, archaea and prokaryotes.		CDD:239473			48.205	195.0	60.0	2.0	35.0	229.0	1.0	154.0	1.1700000000000001e-75	223.0
sp|B9M357|DNAK_GEODF	cd10234		"nucleotide-binding domain (NBD) of Escherichia coli chaperone protein DnaK and similar proteins. This subfamily includes Escherichia coli chaperone protein DnaK (also known as heat shock 70 kDa protein/HSP70), human mitochondrial heat shock 70 kDa protein HSPA9 (also known as mitochondrial stress-70 protein; mortalin; 75 kDa glucose-regulated protein/GRP-75; HSPA9B; MOT; peptide-binding protein 74/PBP74), Saccharomyces cerevisiae stress-seventy subfamily C proteins, Ssc1p (also called import motor subunit, mitochondrial; endonuclease SceI 75 kDa subunit; mtHSP70; ENS1; endonuclease SceI 75 kDa subunit) and Ssc3p (also called extracellular mutant protein 10/Ecm10), and Saccharomyces cerevisiae Stress-seventy subfamily Q protein 1/Ssq1p (also called Ssc2p; Ssh1p; mtHSP70 homolog). They all belong to the heat shock protein 70 (HSP70) family of chaperones that assist in protein folding and assembly, and can direct incompetent ""client"" proteins towards degradation. Typically, HSP70s have a nucleotide-binding domain (NBD) and a substrate-binding domain (SBD). The nucleotide sits in a deep cleft formed between the two lobes of the NBD. The two subdomains of each lobe change conformation between ATP-bound, ADP-bound, and nucleotide-free states. ATP binding opens up the substrate-binding site; substrate-binding increases the rate of ATP hydrolysis. Hsp70 chaperone activity is regulated by various co-chaperones: J-domain proteins and nucleotide exchange factors (NEFs); for Escherichia coli DnaK, these are the DnaJ and GrpE, respectively."		CDD:466832			74.133	375.0	95.0	1.0	4.0	378.0	1.0	373.0	0.0	759.0
tr|B9M518|B9M518_GEODF	cd13835		Alpha subunit of integration host factor (IHFA). This subfamily consists of the alpha subunit of integration host factor (IHF) and IHF-like domains. IHF is a nucleoid-associated protein (NAP) that binds and sharply bends many DNA targets in a sequence specific manner. It is a heterodimeric protein composed of two highly homologous subunits IHFA (IHF-alpha) and IHFB (IHF-beta). It is known to act as a transcription factor at many gene regulatory regions in E. coli. IHF is an essential cofactor in phage lambda site-specific recombination, having an architectural role during assembly of specialized nucleoprotein structures (snups). IHF is also involved in formation as well as maintenance of bacterial biofilms since it is found in complex with extracellular DNA (eDNA) within the extracellular polymeric substances (EPS) matrix of many biofilms.		CDD:259857			62.5	88.0	33.0	0.0	2.0	89.0	1.0	88.0	2.25e-49	149.0
tr|B9M5V5|B9M5V5_GEODF	cl21461		Globin-like protein superfamily. This family includes protoglobin from Methanosarcina acetivorans C2A. It is also found near the N-terminus of the Haem-based aerotactic transducer HemAT in Bacillus subtilis. It is part of the haemoglobin superfamily. Protoglobin has specific loops and an amino-terminal extension which leads to the burying of the haem within the matrix of the protein. Protoglobin-specific apolar tunnels allow the access of O2, CO and NO to the haem distal site. In HemAT it acts as an oxygen sensor domain. It can also recognize cyanide (Matilla et. al., FEMS Microbiology Reviews, fuab043, 45, 2021, 1. https://doi.org/10.1093/femsre/fuab043).		CDD:473869												
tr|B9M981|B9M981_GEODF	cd08188		1,3-Propanediol (1,3-PD) dehydrogenase. This family includes 1,3-propanediol (1,3-PD) dehydrogenase, a key enzyme in the microbial production of 1,3-PD that has been previously characterized as the product of dhaT gene in Klebsiella pneumoniae. 1,3-PD dehydrogenase is a member of the family III metal-dependent polyol dehydrogenases, which are shown to require a divalent metal ion for catalysis. However, some members of this family showed a dependence on Fe(2+) or Zn(2+) for activity.		CDD:341467			66.048	377.0	128.0	0.0	8.0	384.0	1.0	377.0	0.0	686.0
sp|B9MQH1|EFTU_CALBD	cd01884		Elongation Factor Tu (EF-Tu) GTP-binding proteins. EF-Tu subfamily. This subfamily includes orthologs of translation elongation factor EF-Tu in bacteria, mitochondria, and chloroplasts. It is one of several GTP-binding translation factors found in the larger family of GTP-binding elongation factors. The eukaryotic counterpart, eukaryotic translation elongation factor 1 (eEF-1 alpha), is excluded from this family. EF-Tu is one of the most abundant proteins in bacteria, as well as, one of the most highly conserved, and in a number of species the gene is duplicated with identical function. When bound to GTP, EF-Tu can form a complex with any (correctly) aminoacylated tRNA except those for initiation and for selenocysteine, in which case EF-Tu is replaced by other factors. Transfer RNA is carried to the ribosome in these complexes for protein translation.		CDD:206671			80.303	198.0	36.0	1.0	11.0	208.0	1.0	195.0	1.8699999999999998e-150	421.0
sp|B9MQH1|EFTU_CALBD	cd03697		Domain II of elongation factor Tu. Elongation factors Tu (EF-Tu) are three-domain GTPases with an essential function in the elongation phase of mRNA translation. The GTPase center of EF-Tu is in the N-terminal domain (domain I), also known as the catalytic or G-domain. The G-domain is composed of about 200 amino acid residues, arranged into a predominantly parallel six-stranded beta-sheet core surrounded by seven alpha helices. Non-catalytic domains II and III are beta-barrels of seven and six, respectively, antiparallel beta-strands that share an extended interface. Both non-catalytic domains are composed of about 100 amino acid residues. EF-Tu proteins exist in two principal conformations: a compact one, EF-Tu*GTP, with tight interfaces between all three domains and a high affinity for aminoacyl-tRNA; and an open one, EF-Tu*GDP, with essentially no G-domain-domain II interactions and a low affinity for aminoacyl-tRNA. EF-Tu has approximately a 100-fold higher affinity for GDP than for GTP.		CDD:293898			78.409	88.0	18.0	1.0	216.0	303.0	1.0	87.0	6.73e-52	166.0
sp|B9MQH1|EFTU_CALBD	cd03707		"Domain III of Elongation Factor (EF) Tu. EF-Tu consists of three structural domains, designated I, II, and III. Domain III adopts a beta barrel structure. Domain III is involved in binding to both charged tRNA and to elongation factor Ts (EF-Ts). EF-Ts is the guanine-nucleotide-exchange factor for EF-Tu. EF-Tu and EF-G participate in the elongation phase during protein biosynthesis on the ribosome. Their functional cycles depend on GTP binding and its hydrolysis. The EF-Tu complexed with GTP and aminoacyl-tRNA delivers tRNA to the ribosome, whereas EF-G stimulates translocation, a process in which tRNA and mRNA movements occur in the ribosome. Crystallographic studies revealed structural similarities (""molecular mimicry"") between tertiary structures of EF-G and the EF-Tu-aminoacyl-tRNA ternary complex. Domains III, IV, and V of EF-G mimic the tRNA structure in the EF-Tu ternary complex; domains III, IV and V can be related to the acceptor stem, anticodon helix and T stem of tRNA respectively."		CDD:294006			88.889	90.0	10.0	0.0	306.0	395.0	1.0	90.0	1.82e-65	201.0
tr|B9XA39|B9XA39_PEDPL	cd00063		Fibronectin type 3 domain; One of three types of internal repeats found in the plasma protein fibronectin. Its tenth fibronectin type III repeat contains an RGD cell recognition sequence in a flexible loop between 2 strands. Approximately 2% of all animal proteins contain the FN3 repeat; including extracellular and intracellular proteins, membrane spanning cytokine receptors, growth hormone receptors, tyrosine phosphatase receptors, and adhesion molecules. FN3-like domains are also found in bacterial glycosyl hydrolases.		CDD:238020			30.108	93.0	53.0	3.0	1244.0	1324.0	1.0	93.0	4.68e-06	45.2
tr|B9XB05|B9XB05_PEDPL	cd11304		Cadherin tandem repeat domain. Cadherins are glycoproteins involved in Ca2+-mediated cell-cell adhesion. The cadherin repeat domains occur as tandem repeats in the extracellular regions, which are thought to mediate cell-cell contact when bound to calcium. They play numerous roles in cell fate, signalling, proliferation, differentiation, and migration; members include E-, N-, P-, T-, VE-, CNR-, proto-, and FAT-family cadherin, desmocollin, and desmoglein, a large variety of domain architectures with varying repeat copy numbers. Cadherin-repeat containing proteins exist as monomers, homodimers, or heterodimers.		CDD:206637			28.571	84.0	46.0	5.0	1448.0	1523.0	16.0	93.0	0.000122	40.8
tr|B9XB05|B9XB05_PEDPL	cl22861		N/A. The Clostridium neurotoxin family is composed of tetanus neurotoxin and seven serotypes of botulinum neurotoxin. The structure of the botulinum neurotoxin reveals a four domain protein. The N-terminal catalytic domain (pfam01742), the central translocation domains and two receptor binding domains. This domains is the N-terminal receptor binding domain,which is comprised of two seven-stranded beta-sheets sandwiched together to form a jelly role motif. The role of this domain in receptor binding appears to be indirect.		CDD:473984												
tr|B9Y9G8|B9Y9G8_9FIRM	cd05013		RpiR-like protein. RpiR contains a SIS (Sugar ISomerase) domain, which is found in many phosphosugar isomerases and phosphosugar binding proteins. In E. coli, rpiR negatively regulates the expression of rpiB gene. Both rpiB and rpiA are ribose phosphate isomerases that catalyze the reversible reactions of ribose 5-phosphate into ribulose 5-phosphate.		CDD:240144			28.125	160.0	88.0	5.0	22.0	181.0	1.0	133.0	5.07e-20	81.1
tr|B9Z7Z2|B9Z7Z2_9NEIS	cd00649		N-terminal catalytic domain of catalase-peroxidases. This is a subgroup of heme-dependent peroxidases of the plant superfamily that share a heme prosthetic group and catalyze a multistep oxidative reaction involving hydrogen peroxide as the electron acceptor. Catalase-peroxidases can exhibit both catalase and broad-spectrum peroxidase activities depending on the steady-state concentration of hydrogen peroxide. These enzymes are found in many archaeal and bacterial organisms, where they neutralize potentially lethal hydrogen peroxide molecules generated during photosynthesis or stationary phase. Along with related intracellular fungal and plant peroxidases, catalase-peroxidases belong to class I of the plant peroxidase superfamily. Unlike the eukaryotic enzymes, they are typically comprised of two homologous domains that probably arose via a single gene duplication event. The heme binding motif is present only in the N-terminal domain; the function of the C-terminal domain is not clear.		CDD:173824			84.108	409.0	65.0	0.0	14.0	422.0	1.0	409.0	0.0	887.0
tr|B9Z7Z2|B9Z7Z2_9NEIS	cd00649		N-terminal catalytic domain of catalase-peroxidases. This is a subgroup of heme-dependent peroxidases of the plant superfamily that share a heme prosthetic group and catalyze a multistep oxidative reaction involving hydrogen peroxide as the electron acceptor. Catalase-peroxidases can exhibit both catalase and broad-spectrum peroxidase activities depending on the steady-state concentration of hydrogen peroxide. These enzymes are found in many archaeal and bacterial organisms, where they neutralize potentially lethal hydrogen peroxide molecules generated during photosynthesis or stationary phase. Along with related intracellular fungal and plant peroxidases, catalase-peroxidases belong to class I of the plant peroxidase superfamily. Unlike the eukaryotic enzymes, they are typically comprised of two homologous domains that probably arose via a single gene duplication event. The heme binding motif is present only in the N-terminal domain; the function of the C-terminal domain is not clear.		CDD:173824			37.143	105.0	53.0	3.0	462.0	566.0	77.0	168.0	4.47e-09	57.3
tr|B9Z7Z2|B9Z7Z2_9NEIS	cd08200		C-terminal non-catalytic domain of catalase-peroxidases. This is a subgroup of heme-dependent peroxidases of the plant superfamily that share a heme prosthetic group and catalyze a multistep oxidative reaction involving hydrogen peroxide as the electron acceptor. Catalase-peroxidases can exhibit both catalase and broad-spectrum peroxidase activities depending on the steady-state concentration of hydrogen peroxide. These enzymes are found in many archaeal and bacterial organisms where they neutralize potentially lethal hydrogen peroxide molecules generated during photosynthesis or stationary phase. Along with related intracellular fungal and plant peroxidases, catalase-peroxidases belong to plant peroxidase superfamily. Unlike the eukaryotic enzymes, they are typically comprised of two homologous domains that probably arose via a single gene duplication event. The heme binding motif is present only in the N-terminal domain; the function of the C-terminal domain is not clear.		CDD:173828			77.104	297.0	68.0	0.0	426.0	722.0	1.0	297.0	0.0	617.0
tr|B9Z7Z2|B9Z7Z2_9NEIS	cd08200		C-terminal non-catalytic domain of catalase-peroxidases. This is a subgroup of heme-dependent peroxidases of the plant superfamily that share a heme prosthetic group and catalyze a multistep oxidative reaction involving hydrogen peroxide as the electron acceptor. Catalase-peroxidases can exhibit both catalase and broad-spectrum peroxidase activities depending on the steady-state concentration of hydrogen peroxide. These enzymes are found in many archaeal and bacterial organisms where they neutralize potentially lethal hydrogen peroxide molecules generated during photosynthesis or stationary phase. Along with related intracellular fungal and plant peroxidases, catalase-peroxidases belong to plant peroxidase superfamily. Unlike the eukaryotic enzymes, they are typically comprised of two homologous domains that probably arose via a single gene duplication event. The heme binding motif is present only in the N-terminal domain; the function of the C-terminal domain is not clear.		CDD:173828			31.206	141.0	70.0	6.0	56.0	182.0	15.0	142.0	6.1e-07	49.9
tr|C0GJ12|C0GJ12_DETAL	cd08188		1,3-Propanediol (1,3-PD) dehydrogenase. This family includes 1,3-propanediol (1,3-PD) dehydrogenase, a key enzyme in the microbial production of 1,3-PD that has been previously characterized as the product of dhaT gene in Klebsiella pneumoniae. 1,3-PD dehydrogenase is a member of the family III metal-dependent polyol dehydrogenases, which are shown to require a divalent metal ion for catalysis. However, some members of this family showed a dependence on Fe(2+) or Zn(2+) for activity.		CDD:341467			62.599	377.0	141.0	0.0	3.0	379.0	1.0	377.0	0.0	683.0
tr|C0Q8W2|C0Q8W2_DESAH	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880												
tr|C0Q932|C0Q932_DESAH	cd01536		periplasmic sugar-binding domain of active transport systems that are members of the type 1 periplasmic binding protein (PBP1) superfamily. Periplasmic sugar-binding domain of active transport systems that are members of the type 1 periplasmic binding protein (PBP1) superfamily. The members of this family function as the primary receptors for chemotaxis and transport of many sugar based solutes in bacteria and archaea. The sugar binding domain is also homologous to the ligand-binding domain of eukaryotic receptors such as glutamate receptor (GluR) and DNA-binding transcriptional repressors such as LacI and GalR. Moreover, this periplasmic binding domain, also known as Venus flytrap domain, undergoes transition from an open to a closed conformational state upon the binding of ligands such as lactose, ribose, fructose, xylose, arabinose, galactose/glucose, and other sugars. This family also includes the periplasmic binding domain of autoinducer-2 (AI-2) receptors such as LsrB and LuxP which are highly homologous to periplasmic pentose/hexose sugar-binding proteins.		CDD:380478			25.362	276.0	194.0	7.0	29.0	300.0	1.0	268.0	1.02e-33	123.0
tr|C0QDP4|C0QDP4_DESAH	cl25360		Beta subunit of the DMSO Reductase (DMSOR) family. This family consists of the small beta iron-sulfur (FeS) subunit of the DMSO Reductase (DMSOR) family. Members of this family also contain a large, periplasmic molybdenum-containing alpha subunit and may have a small gamma subunit as well.  Examples of heterodimeric members with alpha and beta subunits include arsenite oxidase, and tungsten-containing formate dehydrogenase (FDH-T) while   heterotrimeric members containing alpha, beta, and gamma subunits include formate dehydrogenase-N (FDH-N), and nitrate reductase (NarGHI).  The beta subunit contains four Fe4/S4 and/or Fe3/S4 clusters which transfer the electrons from the alpha subunit to a hydrophobic integral membrane protein, presumably a cytochrome containing two b-type heme groups. The reducing equivalents are then transferred to menaquinone, which finally reduces the electron-accepting enzyme system.		CDD:355383												
tr|C0QDP4|C0QDP4_DESAH	cl38936		P-loop containing Nucleoside Triphosphate Hydrolases. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.		CDD:476819												
tr|C0QDP4|C0QDP4_DESAH	cl21454		Rossmann-fold NAD(P)(+)-binding proteins. This domain is found in Enoyl-(Acyl carrier protein) reductases.		CDD:473865												
tr|C0QFN5|C0QFN5_DESAH	cd00610		Acetyl ornithine aminotransferase family. This family belongs to pyridoxal phosphate (PLP)-dependent aspartate aminotransferase superfamily (fold I). The major groups in this CD correspond to ornithine aminotransferase, acetylornithine aminotransferase, alanine-glyoxylate aminotransferase, dialkylglycine decarboxylase, 4-aminobutyrate aminotransferase, beta-alanine-pyruvate aminotransferase, adenosylmethionine-8-amino-7-oxononanoate aminotransferase, and glutamate-1-semialdehyde 2,1-aminomutase. All the enzymes belonging to this family act on basic amino acids and their derivatives are involved in transamination or decarboxylation.		CDD:99735			42.543	409.0	198.0	9.0	14.0	394.0	14.0	413.0	2.77e-164	465.0
tr|C0QLM3|C0QLM3_DESAH	cd07249		Methylmalonyl-CoA epimerase (MMCE). MMCE, also called methylmalonyl-CoA racemase (EC 5.1.99.1) interconverts (2R)-methylmalonyl-CoA and (2S)-methylmalonyl-CoA. MMCE has been found in bacteria, archaea, and in animals. In eukaryotes, MMCE is an essential enzyme in a pathway that converts propionyl-CoA to succinyl-CoA, and is important in the breakdown of odd-chain length fatty acids, branched-chain amino acids, and other metabolites. In bacteria, MMCE participates in the reverse pathway for propionate fermentation, glyoxylate regeneration, and the biosynthesis of polyketide antibiotics. MMCE is closely related to glyoxalase I and type I extradiol dioxygenases.		CDD:319912			45.669	127.0	69.0	0.0	6.0	132.0	1.0	127.0	1.2e-55	168.0
tr|C0W1G5|C0W1G5_9ACTO	cd18126		C-terminal catalytic domain of type I glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and similar proteins. Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) plays an important role in glycolysis and gluconeogenesis by reversibly catalyzing the oxidation and phosphorylation of D-glyceraldehyde-3-phosphate to 1,3-diphospho-glycerate. It has been implicated in varied activities including regulating mRNA stability, the regulation of gene expression, induction of apoptosis, intracellular membrane trafficking, iron uptake and transport (via secreted GAPDH), heme metabolism, the maintenance of genomic integrity, and nuclear tRNA export. GAPDH proteins contains an N-terminal NAD(P)-binding domain and a C-terminal catalytic domain. The primarily N-terminal NAD(P)-binding domain contains a Rossmann fold which combines with the catalytic cysteine-containing C-terminus to form a catalytic cleft. Phosphatidyl-serine, RNA, and glutathione binding sites have been identified in the N-terminus. Different forms of GAPDH exist which utilize NAD (1.2.1.12), NADP (1.2.1.13) or either (1.2.1.59). The family corresponds to the ubiquitous NAD+ or NADP+ utilizing type I GAPDH and a small clade of dehydrogenases, called erythrose-4-phosphate dehydrogenase (E4PDH) proteins, which utilize NAD+ to oxidize erythrose-4-phosphate (E4P) to 4-phospho-erythronate, a precursor for the de novo synthesis of pyridoxine via 4-hydroxythreonine and D-1-deoxyxylulose.		CDD:467676			69.697	165.0	49.0	1.0	153.0	316.0	1.0	165.0	1.21e-112	322.0
tr|C0W1G5|C0W1G5_9ACTO	cd05214		N-terminal NAD(P)-binding domain of type I glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and similar proteins. GAPDH plays an important role in glycolysis and gluconeogenesis by reversibly catalyzing the oxidation and phosphorylation of D-glyceraldehyde-3-phosphate to 1,3-diphospho-glycerate. It has been implicated in varied activities including regulating mRNA stability, the regulation of gene expression, induction of apoptosis, intracellular membrane trafficking, iron uptake and transport (via secreted GAPDH), heme metabolism, the maintenance of genomic integrity, and nuclear tRNA export. GAPDH contains an N-terminal NAD(P)-binding domain and a C-terminal catalytic domain. The N-terminal NAD(P)-binding domain contains a Rossmann fold which combines with the catalytic cysteine-containing C-terminus to form a catalytic cleft. Phosphatidyl-serine, RNA, and glutathione binding sites have been identified in the N-terminus. Different forms of GAPDH exist which utilize NAD (EC 1.2.1.12), NADP (EC 1.2.1.13) or either (EC 1.2.1.59). The family corresponds to the ubiquitous NAD+ or NADP+ utilizing type I GAPDH and a small clade of dehydrogenases, called erythrose-4-phosphate dehydrogenase (E4PDH) proteins, which utilize NAD+ to oxidize erythrose-4-phosphate (E4P) to 4-phospho-erythronate, a precursor for the de novo synthesis of pyridoxine via 4-hydroxythreonine and D-1-deoxyxylulose.		CDD:467614			64.667	150.0	51.0	2.0	3.0	152.0	1.0	148.0	2.31e-89	263.0
sp|C1A6Q3|EFTU_GEMAT	cl38936		P-loop containing Nucleoside Triphosphate Hydrolases. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.		CDD:476819												
sp|C1A6Q3|EFTU_GEMAT	cd03697		Domain II of elongation factor Tu. Elongation factors Tu (EF-Tu) are three-domain GTPases with an essential function in the elongation phase of mRNA translation. The GTPase center of EF-Tu is in the N-terminal domain (domain I), also known as the catalytic or G-domain. The G-domain is composed of about 200 amino acid residues, arranged into a predominantly parallel six-stranded beta-sheet core surrounded by seven alpha helices. Non-catalytic domains II and III are beta-barrels of seven and six, respectively, antiparallel beta-strands that share an extended interface. Both non-catalytic domains are composed of about 100 amino acid residues. EF-Tu proteins exist in two principal conformations: a compact one, EF-Tu*GTP, with tight interfaces between all three domains and a high affinity for aminoacyl-tRNA; and an open one, EF-Tu*GDP, with essentially no G-domain-domain II interactions and a low affinity for aminoacyl-tRNA. EF-Tu has approximately a 100-fold higher affinity for GDP than for GTP.		CDD:293898			72.414	87.0	24.0	0.0	217.0	303.0	1.0	87.0	3.5799999999999996e-52	167.0
sp|C1A6Q3|EFTU_GEMAT	cd03707		"Domain III of Elongation Factor (EF) Tu. EF-Tu consists of three structural domains, designated I, II, and III. Domain III adopts a beta barrel structure. Domain III is involved in binding to both charged tRNA and to elongation factor Ts (EF-Ts). EF-Ts is the guanine-nucleotide-exchange factor for EF-Tu. EF-Tu and EF-G participate in the elongation phase during protein biosynthesis on the ribosome. Their functional cycles depend on GTP binding and its hydrolysis. The EF-Tu complexed with GTP and aminoacyl-tRNA delivers tRNA to the ribosome, whereas EF-G stimulates translocation, a process in which tRNA and mRNA movements occur in the ribosome. Crystallographic studies revealed structural similarities (""molecular mimicry"") between tertiary structures of EF-G and the EF-Tu-aminoacyl-tRNA ternary complex. Domains III, IV, and V of EF-G mimic the tRNA structure in the EF-Tu ternary complex; domains III, IV and V can be related to the acceptor stem, anticodon helix and T stem of tRNA respectively."		CDD:294006			90.0	90.0	9.0	0.0	306.0	395.0	1.0	90.0	2.8e-65	201.0
