qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|A6NX83|A6NX83_9FIRM	pfam00044	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain (Provisional)	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain. GAPDH is a tetrameric NAD-binding enzyme involved in glycolysis and glyconeogenesis. N-terminal domain is a Rossmann NAD(P) binding fold.		CDD:459648	cellular organisms	131567	63.0	100.0	37.0	0.0	3.0	102.0	1.0	100.0	4.23e-59	183.0
tr|A6TX53|A6TX53_ALKMQ	pfam16868	NMT1-like family (Provisional)	NMT1-like family. 		CDD:435616	cellular organisms	131567	46.367	289.0	150.0	3.0	43.0	327.0	1.0	288.0	2.33e-118	341.0
tr|A6UDY8|A6UDY8_SINMW	pfam13407	substrate-binding domain-containing protein	Periplasmic binding protein domain. This domain is found in a variety of bacterial periplasmic binding proteins. This domain recognizes fructose (Matilla et. al., FEMS Microbiology Reviews, fuab043, 45, 2021, 1. https://doi.org/10.1093/femsre/fuab043).		CDD:433182	cellular organisms	131567	28.216	241.0	159.0	9.0	41.0	274.0	14.0	247.0	1.38e-31	117.0
tr|A6YCY2|A6YCY2_9BACT	pfam12139	Adenosine-5'-phosphosulfate reductase beta subunit (Provisional)	Adenosine-5'-phosphosulfate reductase beta subunit. This family of proteins is found in bacteria and archaea. Proteins in this family are typically between 112 to 142 amino acids in length. This family is found in association with pfam00037, and has a conserved FPIRTT sequence motif. The whole beta subunit has the enzymic properties of EC:1.8.99.2.		CDD:432356	cellular organisms	131567	75.61	82.0	19.0	1.0	36.0	116.0	1.0	82.0	9.439999999999999e-52	156.0
tr|A6YCY5|A6YCY5_9BACT	cl46878		FAD binding domain. During dissimilatory sulfate reduction or sulfur oxidation, adenylylsulfate (APS) reductase catalyzes reversibly the two-electron reduction of APS to sulfite and AMP. Found in several bacterial lineages and in Archaeoglobales, APS reductase is a heterodimer composed of an alpha subunit containing a noncovalently bound FAD, and a beta subunit containing two [4Fe-4S] clusters. Described by this model is the alpha subunit of APS reductase, sharing common evolutionary origin with fumarate reductase/succinate dehydrogenase flavoproteins. [Central intermediary metabolism, Sulfur metabolism]		CDD:481218												
tr|A6ZJR7|A6ZJR7_9BACT	cl46878		FAD binding domain. During dissimilatory sulfate reduction or sulfur oxidation, adenylylsulfate (APS) reductase catalyzes reversibly the two-electron reduction of APS to sulfite and AMP. Found in several bacterial lineages and in Archaeoglobales, APS reductase is a heterodimer composed of an alpha subunit containing a noncovalently bound FAD, and a beta subunit containing two [4Fe-4S] clusters. Described by this model is the alpha subunit of APS reductase, sharing common evolutionary origin with fumarate reductase/succinate dehydrogenase flavoproteins. [Central intermediary metabolism, Sulfur metabolism]		CDD:481218												
sp|A7HGP8|CH602_ANADF	pfam00118	TCP-1/cpn60 chaperonin family (Provisional)	TCP-1/cpn60 chaperonin family. This family includes members from the HSP60 chaperone family and the TCP-1 (T-complex protein) family.		CDD:395068	cellular organisms	131567	24.774	553.0	301.0	15.0	23.0	524.0	1.0	489.0	2.62e-86	273.0
tr|A7HKG1|A7HKG1_FERNB	pfam13458	ABC transporter substrate-binding protein	Periplasmic binding protein. This family includes a diverse range of periplasmic binding proteins.		CDD:433225	cellular organisms	131567	30.878	353.0	227.0	8.0	27.0	375.0	1.0	340.0	1.5400000000000003e-73	230.0
tr|A7HSX4|A7HSX4_PARL1	pfam00106	SDR family NAD(P)-dependent oxidoreductase	short chain dehydrogenase. This family contains a wide variety of dehydrogenases.		CDD:395056	cellular organisms	131567	36.058	208.0	112.0	3.0	9.0	211.0	3.0	194.0	3.54e-51	163.0
sp|A7I5N7|MTD_METB6	cl00840		methylene-5,6,7,8-tetrahydromethanopterin dehydrogenase. This enzyme family is involved in formation of methane from carbon dioxide EC:1.5.99.9. The enzyme requires coenzyme F420.		CDD:469949												
tr|A7I5S3|A7I5S3_METB6	cl00219		N/A. This family includes a variety of pterin binding enzymes that all adopt a TIM barrel fold. The family includes dihydropteroate synthase EC:2.5.1.15 as well as a group methyltransferase enzymes including methyltetrahydrofolate, corrinoid iron-sulfur protein methyltransferase (MeTr) that catalyzes a key step in the Wood-Ljungdahl pathway of carbon dioxide fixation. It transfers the N5-methyl group from methyltetrahydrofolate (CH3-H4folate) to a cob(I)amide centre in another protein, the corrinoid iron-sulfur protein. MeTr is a member of a family of proteins that includes methionine synthase and methanogenic enzymes that activate the methyl group of methyltetra-hydromethano(or -sarcino)pterin.		CDD:444759												
tr|A7I5T9|A7I5T9_METB6	pfam02745	Methyl-coenzyme M reductase alpha subunit, N-terminal domain (Provisional)	Methyl-coenzyme M reductase alpha subunit, N-terminal domain. Methyl-coenzyme M reductase (MCR) is the enzyme responsible for microbial formation of methane. It is a hexamer composed of 2 alpha (this family), 2 beta (pfam02241), and 2 gamma (pfam02240) subunits with two identical nickel porphinoid active sites. The N-terminal domain has a ferredoxin-like fold.		CDD:397045	Archaea	2157	75.556	270.0	64.0	2.0	10.0	278.0	1.0	269.0	0.0	540.0
tr|A7I5T9|A7I5T9_METB6	pfam02249	Methyl-coenzyme M reductase alpha subunit, C-terminal domain (Provisional)	Methyl-coenzyme M reductase alpha subunit, C-terminal domain. Methyl-coenzyme M reductase (MCR) is the enzyme responsible for microbial formation of methane. It is a hexamer composed of 2 alpha (this family), 2 beta (pfam02241), and 2 gamma (pfam02240) subunits with two identical nickel porphinoid active sites. The C-terminal domain is comprised of an all-alpha multi-helical bundle.		CDD:396704	cellular organisms	131567	77.165	127.0	29.0	0.0	326.0	452.0	1.0	127.0	5.1199999999999995e-84	255.0
tr|A7I5U3|A7I5U3_METB6	pfam02783	Methyl-coenzyme M reductase beta subunit, N-terminal domain (Provisional)	Methyl-coenzyme M reductase beta subunit, N-terminal domain. Methyl-coenzyme M reductase (MCR) is the enzyme responsible for microbial formation of methane. It is a hexamer composed of 2 alpha (pfam02249), 2 beta (this family), and 2 gamma (pfam02240) subunits with two identical nickel porphinoid active sites. The N-terminal domain has an alpha/beta ferredoxin-like fold.		CDD:426980	cellular organisms	131567	64.835	182.0	64.0	0.0	6.0	187.0	1.0	182.0	1.5999999999999999e-114	331.0
tr|A7I5U3|A7I5U3_METB6	pfam02241	Methyl-coenzyme M reductase beta subunit, C-terminal domain (Provisional)	Methyl-coenzyme M reductase beta subunit, C-terminal domain. Methyl-coenzyme M reductase (MCR) is the enzyme responsible for microbial formation of methane. It is a hexamer composed of 2 alpha (pfam02249), 2 beta (this family), and 2 gamma (pfam02240) subunits with two identical nickel porphinoid active sites. The C-terminal domain of MCR beta has an all-alpha fold with buried central helix.		CDD:460504	Archaea	2157	71.371	248.0	71.0	0.0	189.0	436.0	1.0	248.0	3.88e-157	442.0
tr|A7NKW2|A7NKW2_ROSCS	pfam02733	dihydroxyacetone kinase subunit DhaK	Dak1 domain. This is the kinase domain of the dihydroxyacetone kinase family EC:2.7.1.29.		CDD:460667	cellular organisms	131567	63.141	312.0	115.0	0.0	17.0	328.0	1.0	312.0	0.0	536.0
tr|A7ZRT4|A7ZRT4_ECO24	pfam08335	GlnD PII-uridylyltransferase (Provisional)	GlnD PII-uridylyltransferase. This is a family of bifunctional uridylyl-removing enzymes/uridylyltransferases (UR/UTases, GlnD) that are responsible for the modification (EC:2.7.7.59) of the regulatory protein P-II, or GlnB (pfam00543). In response to nitrogen limitation, these transferases catalyze the uridylylation of the PII protein, which in turn stimulates deadenylylation of glutamine synthetase (GlnA). Deadenylylated glutamine synthetase is the more active form of the enzyme. Moreover, uridylylated PII can act together with NtrB and NtrC to increase transcription of genes in the sigma54 regulon, which include glnA and other nitrogen-level controlled genes. It has also been suggested that the product of the glnD gene is involved in other physiological functions such as control of iron metabolism in certain species. The region described in this family is found in many of its members to be C-terminal to a nucleotidyltransferase domain (pfam01909), and N-terminal to an HD domain (pfam01966) and two ACT domains (pfam01842).		CDD:462432	Bacteria	2	36.601	153.0	71.0	4.0	297.0	436.0	1.0	140.0	1.64e-29	112.0
tr|A7ZRT4|A7ZRT4_ECO24	pfam08335	GlnD PII-uridylyltransferase (Provisional)	GlnD PII-uridylyltransferase. This is a family of bifunctional uridylyl-removing enzymes/uridylyltransferases (UR/UTases, GlnD) that are responsible for the modification (EC:2.7.7.59) of the regulatory protein P-II, or GlnB (pfam00543). In response to nitrogen limitation, these transferases catalyze the uridylylation of the PII protein, which in turn stimulates deadenylylation of glutamine synthetase (GlnA). Deadenylylated glutamine synthetase is the more active form of the enzyme. Moreover, uridylylated PII can act together with NtrB and NtrC to increase transcription of genes in the sigma54 regulon, which include glnA and other nitrogen-level controlled genes. It has also been suggested that the product of the glnD gene is involved in other physiological functions such as control of iron metabolism in certain species. The region described in this family is found in many of its members to be C-terminal to a nucleotidyltransferase domain (pfam01909), and N-terminal to an HD domain (pfam01966) and two ACT domains (pfam01842).		CDD:462432	Bacteria	2	27.835	97.0	51.0	3.0	825.0	914.0	1.0	85.0	1.47e-06	46.8
tr|A7ZRT4|A7ZRT4_ECO24	pfam03710	Glutamate-ammonia ligase adenylyltransferase (Provisional)	Glutamate-ammonia ligase adenylyltransferase. Conserved repeated domain found in GlnE proteins. These proteins adenylate and deadenylate glutamine synthases: ATP + {L-Glutamate:ammonia ligase (ADP-forming)} = Diphosphate + Adenylyl-{L-Glutamate:Ammonia ligase (ADP-forming)}. The family is related to the pfam01909 domain.		CDD:397667	Bacteria	2	49.597	248.0	124.0	1.0	30.0	276.0	2.0	249.0	4.49e-118	358.0
tr|A7ZRT4|A7ZRT4_ECO24	pfam03710	Glutamate-ammonia ligase adenylyltransferase (Provisional)	Glutamate-ammonia ligase adenylyltransferase. Conserved repeated domain found in GlnE proteins. These proteins adenylate and deadenylate glutamine synthases: ATP + {L-Glutamate:ammonia ligase (ADP-forming)} = Diphosphate + Adenylyl-{L-Glutamate:Ammonia ligase (ADP-forming)}. The family is related to the pfam01909 domain.		CDD:397667	Bacteria	2	56.693	254.0	105.0	3.0	552.0	805.0	1.0	249.0	7.16e-116	353.0
tr|A8F4W7|A8F4W7_PSELT	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
tr|A8F5J2|A8F5J2_PSELT	pfam00497	transporter substrate-binding domain-containing protein	Bacterial extracellular solute-binding proteins, family 3. This is a sensor domain found in solute-binding protein family 3 members from Gram-positive bacteria, Gram-negative bacteria and archaea. It can also be found in the N-terminal of the membrane-bound lytic murein transglycosylase F (MltF) protein. This domain recognizes Nicotinate, quidalnate, pyridine-2,5-dicarboxylate and salicylate (Matilla et. al., FEMS Microbiology Reviews, fuab043, 45, 2021, 1. https://doi.org/10.1093/femsre/fuab043).		CDD:425719	cellular organisms	131567	44.248	226.0	114.0	6.0	23.0	241.0	1.0	221.0	2.01e-77	231.0
tr|A8F6K8|A8F6K8_PSELT	pfam04055	radical SAM protein	Radical SAM superfamily. Radical SAM proteins catalyze diverse reactions, including unusual methylations, isomerization, sulphur insertion, ring formation, anaerobic oxidation and protein radical formation.		CDD:427681	cellular organisms	131567	24.658	146.0	99.0	3.0	65.0	199.0	1.0	146.0	1.9e-14	68.3
tr|A8F8E4|A8F8E4_PSELT	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
tr|A8F8V7|A8F8V7_PSELT	pfam00082	S8 family serine peptidase	Subtilase family. Subtilases are a family of serine proteases. They appear to have independently and convergently evolved an Asp/Ser/His catalytic triad, like that found in the trypsin serine proteases (see pfam00089). Structure is an alpha/beta fold containing a 7-stranded parallel beta sheet, order 2314567.		CDD:395035	cellular organisms	131567	34.219	301.0	153.0	12.0	178.0	447.0	1.0	287.0	6.7e-53	179.0
tr|A8MEU2|A8MEU2_ALKOO	pfam04199	cyclase family protein	Putative cyclase. Proteins in this family are thought to be cyclase enzymes. They are found in proteins involved in antibiotic synthesis. However they are also found in organizms that do not make antibiotics pointing to a wider role for these proteins. The proteins contain a conserved motif HXGTHXDXPXH that is likely to form part of the active site.		CDD:461224	cellular organisms	131567	35.976	164.0	94.0	3.0	10.0	167.0	1.0	159.0	1.17e-49	158.0
tr|A8MFW8|A8MFW8_ALKOO	cl09938		N/A. This domain is found on 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III EC:2.3.1.180, the enzyme responsible for initiating the chain of reactions of the fatty acid synthase in plants and bacteria.		CDD:447866												
tr|A8MFW8|A8MFW8_ALKOO	pfam19364		Family of unknown function (DUF5940). This presumed domain is functionally uncharacterized. This domain family is found mainly in firmicutes, and is approximately 170 amino acids in length. The family is found in association with pfam08545.		CDD:437196			72.455	167.0	45.0	1.0	347.0	513.0	1.0	166.0	1.31e-120	349.0
tr|A8MFW8|A8MFW8_ALKOO	pfam00108	Thiolase, N-terminal domain (Provisional)	Thiolase, N-terminal domain. Thiolase is reported to be structurally related to beta-ketoacyl synthase (pfam00109), and also chalcone synthase.		CDD:459676	cellular organisms	131567	31.395	86.0	49.0	4.0	205.0	288.0	34.0	111.0	0.000334	40.4
sp|A8MG11|GLPK_ALKOO	cl49607		ATPase-like domain of the ASKHA (Acetate and Sugar Kinases/Hsc70/Actin) superfamily. This subfamily is composed of uncharacterized proteins belonging to the the kinase (ROK) family, a group of proteins that have sugar kinase and/or transcriptional repressor activities. Members of this subfamily lack the cysteine-rich zinc-binding motif, which presents in other ROK families.		CDD:483947												
sp|A8MG11|GLPK_ALKOO	pfam02782	FGGY family of carbohydrate kinases, C-terminal domain (Provisional)	FGGY family of carbohydrate kinases, C-terminal domain. This domain adopts a ribonuclease H-like fold and is structurally related to the N-terminal domain.		CDD:426979	cellular organisms	131567	34.848	198.0	119.0	4.0	260.0	449.0	1.0	196.0	4.12e-53	176.0
tr|A8MM21|A8MM21_ALKOO	pfam12683	DUF3798 domain-containing protein	Protein of unknown function (DUF3798). This family of proteins is functionally uncharacterized. This family of proteins is found in bacteria. Proteins in this family are typically between 247 and 417 amino acids in length. Most of the proteins in this family have an N-terminal lipoprotein attachment site. These proteins have distant similarity to periplasmic ligand binding families such as pfam02608, which suggests that this family have a similar role.		CDD:403778	Bacteria	2	61.624	271.0	104.0	0.0	46.0	316.0	1.0	271.0	1.46e-166	465.0
tr|A8NPE3|A8NPE3_COPC7	pfam18885		Repeat of unknown function (DUF5648). This entry represents a repeat of approximately 40 residues in length. It is often associated with enzymatic domains in bacterial cell surface proteins. This entry may represent a beta-propeller repeat, although most proteins only possess three repeats rather than the expected 6-8 copies.		CDD:436806			51.282	39.0	19.0	0.0	100.0	138.0	1.0	39.0	3.94e-15	67.9
tr|A8NPE3|A8NPE3_COPC7	pfam18885		Repeat of unknown function (DUF5648). This entry represents a repeat of approximately 40 residues in length. It is often associated with enzymatic domains in bacterial cell surface proteins. This entry may represent a beta-propeller repeat, although most proteins only possess three repeats rather than the expected 6-8 copies.		CDD:436806			46.154	39.0	21.0	0.0	51.0	89.0	1.0	39.0	5.63e-12	58.7
tr|A8NPE3|A8NPE3_COPC7	pfam18885		Repeat of unknown function (DUF5648). This entry represents a repeat of approximately 40 residues in length. It is often associated with enzymatic domains in bacterial cell surface proteins. This entry may represent a beta-propeller repeat, although most proteins only possess three repeats rather than the expected 6-8 copies.		CDD:436806			51.613	31.0	14.0	1.0	149.0	179.0	1.0	30.0	4.71e-09	50.6
tr|A8UKK6|A8UKK6_9FLAO	pfam01642	Methylmalonyl-CoA mutase (Provisional)	Methylmalonyl-CoA mutase. The enzyme methylmalonyl-CoA mutase is a member of a class of enzymes that uses coenzyme B12 (adenosylcobalamin) as a cofactor. The enzyme induces the formation of an adenosyl radical from the cofactor. This radical then initiates a free-radical rearrangement of its substrate, succinyl-CoA, to methylmalonyl-CoA.		CDD:460279	cellular organisms	131567	62.97	505.0	183.0	4.0	28.0	531.0	2.0	503.0	0.0	899.0
tr|A8UKK6|A8UKK6_9FLAO	pfam02310	cobalamin-dependent protein	B12 binding domain. This domain binds to B12 (adenosylcobamide), it is found in several enzymes, such as glutamate mutase, methionine synthase and methylmalonyl-CoA mutase. It contains a conserved DxHxxGx(41)SxVx(26)GG motif, which is important for B12 binding.		CDD:426713	cellular organisms	131567	27.049	122.0	85.0	2.0	581.0	699.0	1.0	121.0	1.45e-17	77.4
tr|A8XIG3|A8XIG3_CAEBR	pfam00856	SET domain-containing protein-lysine N-methyltransferase	SET domain. SET domains are protein lysine methyltransferase enzymes. SET domains appear to be protein-protein interaction domains. It has been demonstrated that SET domains mediate interactions with a family of proteins that display similarity with dual-specificity phosphatases (dsPTPases). A subset of SET domains have been called PR domains. These domains are divergent in sequence from other SET domains, but also appear to mediate protein-protein interaction. The SET domain consists of two regions known as SET-N and SET-C. SET-C forms an unusual and conserved knot-like structure of probably functional importance. Additionally to SET-N and SET-C, an insert region (SET-I) and flanking regions of high structural variability form part of the overall structure.		CDD:459965	cellular organisms	131567	31.092	119.0	68.0	4.0	94.0	202.0	1.0	115.0	8.15e-18	74.5
tr|A8ZRW8|A8ZRW8_DESOH	pfam00364	Biotin-requiring enzyme (Provisional)	Biotin-requiring enzyme. This family covers two Prosite entries, the conserved lysine residue binds biotin in one group and lipoic acid in the other. Note that the HMM does not currently recognize the Glycine cleavage system H proteins.		CDD:395290	cellular organisms	131567	39.726	73.0	39.0	1.0	613.0	680.0	1.0	73.0	3.22e-16	71.9
tr|A8ZRW8|A8ZRW8_DESOH	pfam00682	HMGL-like (Provisional)	HMGL-like. This family contains a diverse set of enzymes. These include various aldolases and a region of pyruvate carboxylase.		CDD:459902	cellular organisms	131567	22.917	288.0	178.0	7.0	25.0	295.0	2.0	262.0	2.32e-44	157.0
tr|A8ZRW8|A8ZRW8_DESOH	pfam02436	Conserved carboxylase domain (Provisional)	Conserved carboxylase domain. This domain represents a conserved region in pyruvate carboxylase (PYC), oxaloacetate decarboxylase alpha chain (OADA), and transcarboxylase 5s subunit. The domain is found adjacent to the HMGL-like domain (pfam00682) and often close to the biotin_lipoyl domain (pfam00364) of biotin requiring enzymes.		CDD:460557	cellular organisms	131567	47.674	172.0	74.0	5.0	321.0	480.0	1.0	168.0	2.9499999999999998e-62	204.0
tr|A8ZVJ1|A8ZVJ1_DESOH	pfam02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain (Provisional)	lactate/malate dehydrogenase, alpha/beta C-terminal domain. L-lactate dehydrogenases are metabolic enzymes which catalyze the conversion of L-lactate to pyruvate, the last step in anaerobic glycolysis. L-2-hydroxyisocaproate dehydrogenases are also members of the family. Malate dehydrogenases catalyze the interconversion of malate to oxaloacetate. The enzyme participates in the citric acid cycle. L-lactate dehydrogenase is also found as a lens crystallin in bird and crocodile eyes.		CDD:397136	cellular organisms	131567	30.409	171.0	103.0	5.0	146.0	308.0	2.0	164.0	6.210000000000001e-36	125.0
tr|A8ZVJ1|A8ZVJ1_DESOH	cl21454		Rossmann-fold NAD(P)(+)-binding proteins. This domain is found in Enoyl-(Acyl carrier protein) reductases.		CDD:473865												
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	24.832	149.0	91.0	7.0	115.0	262.0	6.0	134.0	1.06e-06	48.6
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	25.294	170.0	112.0	6.0	66.0	234.0	3.0	158.0	1.95e-06	47.8
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	24.419	172.0	112.0	7.0	413.0	582.0	3.0	158.0	1.11e-05	45.5
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	23.026	152.0	96.0	6.0	136.0	282.0	1.0	136.0	3.38e-05	43.9
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	26.772	127.0	78.0	5.0	1416.0	1539.0	29.0	143.0	9.14e-05	42.8
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	22.901	131.0	84.0	4.0	1460.0	1586.0	1.0	118.0	0.000119	42.4
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	22.368	152.0	96.0	6.0	483.0	628.0	1.0	136.0	0.000282	41.2
tr|A9A0K8|A9A0K8_DESOH	pfam13229	right-handed parallel beta-helix repeat-containing protein	Right handed beta helix region. This region contains a parallel beta helix region that shares some similarity with Pectate lyases.		CDD:463811	cellular organisms	131567	26.562	128.0	83.0	5.0	1089.0	1215.0	20.0	137.0	0.000541	40.5
tr|A9B0X0|A9B0X0_HERA2	cl21470		Peptidase associated domain: C-terminal domain of M14 N/E carboxypeptidase; putative folding, regulation, or interaction domain. This is the N-terminal of Calcineurin-like phosphoesterases. It is around 150 residues in length from various Bacteroides species. The function of this family is unknown.		CDD:473874												
tr|A9B0X0|A9B0X0_HERA2	pfam13200	Putative glycosyl hydrolase domain (Provisional)	Putative glycosyl hydrolase domain. This domain is related to other known glycosyl hydrolases suggesting this domain is also involved in carbohydrate break down.		CDD:433033	cellular organisms	131567	47.988	323.0	156.0	6.0	353.0	673.0	1.0	313.0	7.360000000000001e-157	453.0
tr|A9B3H3|A9B3H3_HERA2	pfam01551	peptidoglycan DD-metalloendopeptidase family protein	Peptidase family M23. Members of this family are zinc metallopeptidases with a range of specificities. The peptidase family M23 is included in this family, these are Gly-Gly endopeptidases. Peptidase family M23 are also endopeptidases. This family also includes some bacterial lipoproteins such as Swiss:P33648 for which no proteolytic activity has been demonstrated. This family also includes leukocyte cell-derived chemotaxin 2 (LECT2) proteins. LECT2 is a liver-specific protein which is thought to be linked to hepatocyte growth although the exact function of this protein is unknown.		CDD:460250	cellular organisms	131567	48.81	84.0	38.0	4.0	72.0	152.0	12.0	93.0	9.36e-20	81.4
tr|A9BES8|A9BES8_PETMO	pfam15905	Hyaluronan mediated motility receptor N-terminal (Provisional)	Hyaluronan mediated motility receptor N-terminal. HMMR_N is the N-terminal region of eukaryotic hyaluronan-mediated motility receptor proteins. The protein is functionally associated with BRCA1 and thus predicted to be a common, low-penetrance breast cancer candidate.		CDD:464932	cellular organisms	131567	26.543	162.0	109.0	4.0	128.0	281.0	169.0	328.0	0.000328	39.8
tr|A9BES8|A9BES8_PETMO	pfam00395	S-layer homology domain-containing protein	S-layer homology domain. 		CDD:459798	Bacteria	2	38.095	42.0	25.0	1.0	22.0	62.0	1.0	42.0	3.74e-08	46.8
tr|A9BG31|A9BG31_PETMO	pfam13416	extracellular solute-binding protein	Bacterial extracellular solute-binding protein. This family includes bacterial extracellular solute-binding proteins.		CDD:433189	cellular organisms	131567	23.077	325.0	201.0	16.0	40.0	361.0	2.0	280.0	5.6199999999999995e-24	99.0
tr|A9BG52|A9BG52_PETMO	pfam03780	Asp23/Gls24 family envelope stress response protein	Asp23 family, cell envelope-related function. The alkaline shock protein Asp23 was identified as an alkaline shock protein that was expressed in a sigmaB-dependent manner in Staphylococcus aureus. Following an alkaline shock Asp23 accumulates in the soluble protein fraction of the S. aureus cell. Asp23 is one of the most abundant proteins in the cytosolic protein fraction of stationary S. aureus cells, with a copy-number of >25000 per cell. A second Asp23-family protein, AmaP, which is encoded within the asp23-operon, is required to localize Asp23 to the cell membrane. The overall function for the family is thus a cell envelope-related one in Gram-positive bacteria. UniProtKB:Q2FW64.		CDD:427500	Bacteria	2	32.727	110.0	70.0	3.0	6.0	113.0	1.0	108.0	6.100000000000001e-21	78.7
tr|A9BGI1|A9BGI1_PETMO	pfam00496	Bacterial extracellular solute-binding proteins, family 5 Middle (Provisional)	Bacterial extracellular solute-binding proteins, family 5 Middle. The borders of this family are based on the PDBSum definitions of the domain edges for Swiss:P06202.		CDD:425718	cellular organisms	131567	25.879	398.0	257.0	11.0	84.0	478.0	3.0	365.0	6.3299999999999995e-68	223.0
tr|A9BGN9|A9BGN9_PETMO	pfam02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain (Provisional)	Glu/Leu/Phe/Val dehydrogenase, dimerization domain. 		CDD:460706	cellular organisms	131567	60.465	129.0	51.0	0.0	37.0	165.0	1.0	129.0	3.04e-83	249.0
tr|A9BGN9|A9BGN9_PETMO	pfam00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase (Provisional)	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase. 		CDD:425526	cellular organisms	131567	46.988	249.0	120.0	5.0	183.0	428.0	1.0	240.0	2.04e-93	279.0
tr|A9BH12|A9BH12_PETMO	pfam13458	ABC transporter substrate-binding protein	Periplasmic binding protein. This family includes a diverse range of periplasmic binding proteins.		CDD:433225	cellular organisms	131567	30.0	320.0	206.0	7.0	27.0	337.0	1.0	311.0	1.26e-66	213.0
tr|A9F1K7|A9F1K7_SORC5	pfam00593	TonB-dependent receptor	TonB dependent receptor. This model now only covers the conserved part of the barrel structure.		CDD:395474	Bacteria	2	25.556	90.0	61.0	2.0	580.0	665.0	156.0	243.0	4.96e-09	57.9
tr|A9F1K7|A9F1K7_SORC5	pfam07715	TonB-dependent receptor plug domain-containing protein	TonB-dependent Receptor Plug Domain. The Plug domain has been shown to be an independently folding subunit of the TonB-dependent receptors. It acts as the channel gate, blocking the pore until the channel is bound by ligand. At this point it under goes conformational changes opens the channel.		CDD:462243	Bacteria	2	30.337	89.0	53.0	4.0	158.0	238.0	19.0	106.0	0.000521	38.8
tr|A9F1K7|A9F1K7_SORC5	pfam13620	carboxypeptidase regulatory-like domain-containing protein	Carboxypeptidase regulatory-like domain. 		CDD:433354	cellular organisms	131567	32.099	81.0	54.0	1.0	32.0	112.0	2.0	81.0	2.13e-15	70.4
tr|A9KKM8|A9KKM8_LACP7	cl01709		The substrate-binding domain of an ABC-type nickel/oligopeptide-like import system contains the type 2 periplasmic binding fold. The borders of this family are based on the PDBSum definitions of the domain edges for Swiss:P06202.		CDD:445520												
tr|A9LA76|A9LA76_AVEFL	pfam01824	MatK/TrnK amino terminal region (Provisional)	MatK/TrnK amino terminal region. The function of this region is unknown.		CDD:280070	Bacteria	2	62.5	336.0	121.0	2.0	1.0	336.0	1.0	331.0	8.86e-165	468.0
tr|A9LA76|A9LA76_AVEFL	pfam01348	Type II intron maturase (Provisional)	Type II intron maturase. Group II introns use intron-encoded reverse transcriptase, maturase and DNA endonuclease activities for site-specific insertion into DNA. Although this type of intron is self splicing in vitro they require a maturase protein for splicing in vivo. It has been shown that a specific region of the aI2 intron is needed for the maturase function. This region was found to be conserved in group II introns and called domain X.		CDD:279664	cellular organisms	131567	36.691	139.0	74.0	4.0	363.0	487.0	1.0	139.0	9.8e-37	130.0
