qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|B4S6Z2|B4S6Z2_PROA2	TIGR03660	T1SS-143 repeat domain (Provisional)	T1SS-143 repeat domain. This model represents a domain of about 143 amino acids that may occur singly or in up to 23 tandem repeats in very large proteins in the genus Vibrio, and in related species such as Legionella pneumophila, Photobacterium profundum, Rhodopseudomonas palustris, Shewanella pealeana, and Aeromonas hydrophila. Proteins with these domains represent a subset of a broader set of proteins with a particular signal for type 1 secretion, consisting of several glycine-rich repeats modeled by pfam00353, followed by a C-terminal domain modeled by TIGR03661. Proteins with this domain tend to share several properties with the RtxA (Repeats in Toxin) protein of Vibrio cholerae, including a large size often containing tandemly repeated domains and a C-terminal signal for type 1 secretion. [Cellular processes, Pathogenesis]		CDD:132699	Bacteria	2	32.143	112.0	61.0	6.0	392.0	501.0	17.0	115.0	3.54e-05	43.8
tr|B4S6Z2|B4S6Z2_PROA2	TIGR03660	T1SS-143 repeat domain (Provisional)	T1SS-143 repeat domain. This model represents a domain of about 143 amino acids that may occur singly or in up to 23 tandem repeats in very large proteins in the genus Vibrio, and in related species such as Legionella pneumophila, Photobacterium profundum, Rhodopseudomonas palustris, Shewanella pealeana, and Aeromonas hydrophila. Proteins with these domains represent a subset of a broader set of proteins with a particular signal for type 1 secretion, consisting of several glycine-rich repeats modeled by pfam00353, followed by a C-terminal domain modeled by TIGR03661. Proteins with this domain tend to share several properties with the RtxA (Repeats in Toxin) protein of Vibrio cholerae, including a large size often containing tandemly repeated domains and a C-terminal signal for type 1 secretion. [Cellular processes, Pathogenesis]		CDD:132699	Bacteria	2	30.216	139.0	88.0	3.0	2512.0	2650.0	5.0	134.0	6.47e-05	43.0
tr|B4S6Z2|B4S6Z2_PROA2	TIGR03660	T1SS-143 repeat domain (Provisional)	T1SS-143 repeat domain. This model represents a domain of about 143 amino acids that may occur singly or in up to 23 tandem repeats in very large proteins in the genus Vibrio, and in related species such as Legionella pneumophila, Photobacterium profundum, Rhodopseudomonas palustris, Shewanella pealeana, and Aeromonas hydrophila. Proteins with these domains represent a subset of a broader set of proteins with a particular signal for type 1 secretion, consisting of several glycine-rich repeats modeled by pfam00353, followed by a C-terminal domain modeled by TIGR03661. Proteins with this domain tend to share several properties with the RtxA (Repeats in Toxin) protein of Vibrio cholerae, including a large size often containing tandemly repeated domains and a C-terminal signal for type 1 secretion. [Cellular processes, Pathogenesis]		CDD:132699	Bacteria	2	31.092	119.0	44.0	6.0	1957.0	2071.0	26.0	110.0	0.000102	42.3
tr|B4S6Z2|B4S6Z2_PROA2	TIGR03660	T1SS-143 repeat domain (Provisional)	T1SS-143 repeat domain. This model represents a domain of about 143 amino acids that may occur singly or in up to 23 tandem repeats in very large proteins in the genus Vibrio, and in related species such as Legionella pneumophila, Photobacterium profundum, Rhodopseudomonas palustris, Shewanella pealeana, and Aeromonas hydrophila. Proteins with these domains represent a subset of a broader set of proteins with a particular signal for type 1 secretion, consisting of several glycine-rich repeats modeled by pfam00353, followed by a C-terminal domain modeled by TIGR03661. Proteins with this domain tend to share several properties with the RtxA (Repeats in Toxin) protein of Vibrio cholerae, including a large size often containing tandemly repeated domains and a C-terminal signal for type 1 secretion. [Cellular processes, Pathogenesis]		CDD:132699	Bacteria	2	27.848	79.0	56.0	1.0	1452.0	1529.0	59.0	137.0	0.000131	42.3
tr|B4S6Z2|B4S6Z2_PROA2	TIGR03660	T1SS-143 repeat domain (Provisional)	T1SS-143 repeat domain. This model represents a domain of about 143 amino acids that may occur singly or in up to 23 tandem repeats in very large proteins in the genus Vibrio, and in related species such as Legionella pneumophila, Photobacterium profundum, Rhodopseudomonas palustris, Shewanella pealeana, and Aeromonas hydrophila. Proteins with these domains represent a subset of a broader set of proteins with a particular signal for type 1 secretion, consisting of several glycine-rich repeats modeled by pfam00353, followed by a C-terminal domain modeled by TIGR03661. Proteins with this domain tend to share several properties with the RtxA (Repeats in Toxin) protein of Vibrio cholerae, including a large size often containing tandemly repeated domains and a C-terminal signal for type 1 secretion. [Cellular processes, Pathogenesis]		CDD:132699	Bacteria	2	36.975	119.0	61.0	4.0	2689.0	2805.0	27.0	133.0	0.000174	41.9
tr|B5EHZ5|B5EHZ5_CITBB	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880												
tr|B5EHZ5|B5EHZ5_CITBB	TIGR03350	type VI secretion system protein TssL	type VI secretion system peptidoglycan-associated domain. The flagellar motor protein MotB, the Gram-negative bacterial outer membrane protein OmpA (with an N-terminal outer membrane beta barrel domain) share a C-terminal peptidoglycan-associating homology region. This model describes a domain found fused to type VI secretion system homologs of the type IV system protein DotU (see model TIGR03349), with OmpA/MotB homology. [Protein fate, Protein and peptide secretion and trafficking, Cellular processes, Pathogenesis]		CDD:274533	Bacteria	2	33.981	103.0	62.0	3.0	328.0	426.0	34.0	134.0	1.22e-18	78.9
tr|B5EIK7|B5EIK7_CITBB	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|B5YFG4|B5YFG4_DICT6	TIGR01534	type I glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase, type I. This model represents glyceraldehyde-3-phosphate dehydrogenase (GAPDH), the enzyme responsible for the interconversion of 1,3-diphosphoglycerate and glyceraldehyde-3-phosphate, a central step in glycolysis and gluconeogenesis. Forms exist which utilize NAD (EC 1.2.1.12), NADP (EC 1.2.1.13) or either (1.2.1.59). In some species, NAD- and NADP- utilizing forms exist, generally being responsible for reactions in the anabolic and catabolic directions respectively. Two Pfam models cover the two functional domains of this protein; pfam00044 represents the N-terminal NAD(P)-binding domain and pfam02800 represents the C-terminal catalytic domain. An additional form of gap gene is found in gamma proteobacteria and is responsible for the conversion of erythrose-4-phosphate (E4P) to 4-phospho-erythronate in the biosynthesis of pyridoxine. This pathway of pyridoxine biosynthesis appears to be limited, however, to a relatively small number of bacterial species although it is prevalent among the gamma-proteobacteria. This enzyme is described by TIGR001532. These sequences generally score between trusted and noise to this GAPDH model due to the close evolutionary relationship. There exists the possiblity that some forms of GAPDH may be bifunctional and act on E4P in species which make pyridoxine and via hydroxythreonine and lack a separate E4PDH enzyme (for instance, the GAPDH from Bacillus stearothermophilus has been shown to posess a limited E4PD activity as well as a robust GAPDH activity). There are a great number of sequences in the databases which score between trusted and noise to this model, nearly all of them due to fragmentary sequences. It seems that study of this gene has been carried out in many species utilizing PCR probes which exclude the extreme ends of the consenses used to define this model. The noise level is set relative not to E4PD, but the next closest outliers, the class II GAPDH's (found in archaea, TIGR01546) and aspartate semialdehyde dehydrogenase (ASADH, TIGR01296) both of which have highest-scoring hits around -225 to the prior model. [Energy metabolism, Glycolysis/gluconeogenesis]	1.2.1.-	CDD:273675	cellular organisms	131567	64.329	328.0	112.0	4.0	4.0	328.0	1.0	326.0	0.0	517.0
tr|B5YL88|B5YL88_THEYD	TIGR01785	TonB-dependent heme/hemoglobin receptor family protein (Provisional)	TonB-dependent heme/hemoglobin receptor family protein. This model represents the TonB-dependent outer membrane heme/hemoglobin receptor/transporter found in bacteria which live in contact with animals (which contain hemoglobin or other heme-bearing globins) or legumes (which contain leghemoglobin). Some species having hits to this model such as Nostoc, Caulobacter and Chlorobium do not have an obvious source of hemoglobin-like proteins in their biological niche and so the possibility exists that they act on some other substance. [Transport and binding proteins, Cations and iron carrying compounds, Transport and binding proteins, Porins]		CDD:273807	Bacteria	2	23.197	707.0	425.0	30.0	24.0	654.0	1.0	665.0	1.23e-75	252.0
tr|B6BGJ6|B6BGJ6_SULGG	TIGR01386	heavy metal sensor histidine kinase	heavy metal sensor kinase. Members of this family contain a sensor histidine kinase domain (pfam00512) and a domain found in bacterial signal proteins (pfam00672). This group is separated phylogenetically from related proteins with similar architecture and contains a number of proteins associated with heavy metal resistance efflux systems for copper, silver, cadmium, and/or zinc.	2.7.13.3	CDD:273593	Proteobacteria	1224	19.481	308.0	151.0	11.0	117.0	347.0	146.0	433.0	6.45e-17	78.6
tr|B6BMC3|B6BMC3_SULGG	TIGR00959	signal recognition particle protein	signal recognition particle protein. This model represents Ffh (Fifty-Four Homolog), the protein component that forms the bacterial (and organellar) signal recognition particle together with a 4.5S RNA. Ffh is a GTPase homologous to eukaryotic SRP54 and also to the GTPase FtsY (TIGR00064) that is the receptor for the signal recognition particle. [Protein fate, Protein and peptide secretion and trafficking]		CDD:273364	Bacteria	2	46.512	430.0	220.0	6.0	2.0	423.0	1.0	428.0	3.96e-178	502.0
tr|B6WSF6|B6WSF6_9BACT	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
sp|B7N7Q5|DAPB_ECOLU	TIGR00036	4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase. [Amino acid biosynthesis, Aspartate family]	1.17.1.8	CDD:129147	cellular organisms	131567	64.419	267.0	92.0	2.0	5.0	269.0	1.0	266.0	4.5399999999999995e-138	387.0
tr|B7NFN9|B7NFN9_ECOLU	TIGR00657	aspartate kinase	aspartate kinase. Aspartate kinase catalyzes a first step in the biosynthesis from Asp of Lys (and its precursor diaminopimelate), Met, and Thr. In E. coli, a distinct isozyme is inhibited by each of the three amino acid products. The Met-sensitive (I) and Thr-sensitive (II) forms are bifunctional enzymes fused to homoserine dehydrogenases and form homotetramers, while the Lys-sensitive form (III) is a monofunctional homodimer.The Lys-sensitive enzyme of Bacillus subtilis resembles the E. coli form but is an alpha 2/beta 2 heterotetramer, where the beta subunit is translated from an in-phase alternative initiator at Met-246. This may be a feature of a number of closely related forms, including a paralog from B. subtilis. [Amino acid biosynthesis, Aspartate family]	2.7.2.4	CDD:273201	cellular organisms	131567	25.87	460.0	294.0	15.0	16.0	453.0	6.0	440.0	1.35e-56	197.0
tr|B7PPD6|B7PPD6_IXOSC	cl19223		Gamma-glutamyltranspeptidase. gamma-glutamyltranspeptidase; Reviewed		CDD:450276												
tr|B8DYN4|B8DYN4_DICTD	cl21493		NADH-quinone oxidoreductase subunit D. This model represents that clade of F420-dependent hydrogenases (FRH) beta subunits found exclusively and universally in methanogenic archaea. This protein is a member of the Nickel-dependent hydrogenase superfamily represented by Pfam model, pfam00374.		CDD:473883												
tr|B8FDP0|B8FDP0_DESAL	TIGR04501	microcompartment protein PduB	microcompartment protein PduB. Members of this family are PduB, a protein of bacterial microcompartments for coenzyme B(12)-dependent utilization of 1,2-propanediol (hence pdu) or glycerol. The most closely related protein in ethanolamine utilization microcompartments is EutL (TIGR04502).		CDD:275294	Bacteria	2	71.681	226.0	63.0	1.0	42.0	267.0	1.0	225.0	7.709999999999999e-152	419.0
tr|B8FN40|B8FN40_DESAL	TIGR04226	isopeptide-forming domain-containing fimbrial protein	fimbrial isopeptide formation D2 domain. The Streptococcus Pneumoniae pilus backbone protein, RrgB, has three tandem domains with Lys-to-Asn isopeptide bonds, but these three regions are extremely divergent in sequence. This model represents the homology domain family of the D2 domain. It occurs just once in many surface proteins but up to twenty times in some pilin subunit proteins. Three of every four members have the typical Gram-positive C-terminal motif, LPXTG, although in many cases this motif may be involved in pilin subunit cross-linking rather than cell wall attachment. Proteins with this domain include fimbrial proteins with lectin-like adhesion functions, and the majority of characterized members are involved in surface adhesion to host structures.		CDD:275067	cellular organisms	131567	28.571	119.0	79.0	5.0	2746.0	2861.0	6.0	121.0	6.84e-08	50.7
tr|B8FN40|B8FN40_DESAL	TIGR04226	isopeptide-forming domain-containing fimbrial protein	fimbrial isopeptide formation D2 domain. The Streptococcus Pneumoniae pilus backbone protein, RrgB, has three tandem domains with Lys-to-Asn isopeptide bonds, but these three regions are extremely divergent in sequence. This model represents the homology domain family of the D2 domain. It occurs just once in many surface proteins but up to twenty times in some pilin subunit proteins. Three of every four members have the typical Gram-positive C-terminal motif, LPXTG, although in many cases this motif may be involved in pilin subunit cross-linking rather than cell wall attachment. Proteins with this domain include fimbrial proteins with lectin-like adhesion functions, and the majority of characterized members are involved in surface adhesion to host structures.		CDD:275067	cellular organisms	131567	27.273	110.0	54.0	3.0	1927.0	2026.0	16.0	109.0	4.74e-05	42.6
tr|B8FN40|B8FN40_DESAL	TIGR04226	isopeptide-forming domain-containing fimbrial protein	fimbrial isopeptide formation D2 domain. The Streptococcus Pneumoniae pilus backbone protein, RrgB, has three tandem domains with Lys-to-Asn isopeptide bonds, but these three regions are extremely divergent in sequence. This model represents the homology domain family of the D2 domain. It occurs just once in many surface proteins but up to twenty times in some pilin subunit proteins. Three of every four members have the typical Gram-positive C-terminal motif, LPXTG, although in many cases this motif may be involved in pilin subunit cross-linking rather than cell wall attachment. Proteins with this domain include fimbrial proteins with lectin-like adhesion functions, and the majority of characterized members are involved in surface adhesion to host structures.		CDD:275067	cellular organisms	131567	26.241	141.0	84.0	5.0	1721.0	1861.0	4.0	124.0	0.000239	40.3
tr|B8FN40|B8FN40_DESAL	TIGR04226	isopeptide-forming domain-containing fimbrial protein	fimbrial isopeptide formation D2 domain. The Streptococcus Pneumoniae pilus backbone protein, RrgB, has three tandem domains with Lys-to-Asn isopeptide bonds, but these three regions are extremely divergent in sequence. This model represents the homology domain family of the D2 domain. It occurs just once in many surface proteins but up to twenty times in some pilin subunit proteins. Three of every four members have the typical Gram-positive C-terminal motif, LPXTG, although in many cases this motif may be involved in pilin subunit cross-linking rather than cell wall attachment. Proteins with this domain include fimbrial proteins with lectin-like adhesion functions, and the majority of characterized members are involved in surface adhesion to host structures.		CDD:275067	cellular organisms	131567	22.018	109.0	81.0	2.0	2435.0	2543.0	18.0	122.0	0.000469	39.6
sp|B8GDH2|MCH_METPE	TIGR03120	methenyltetrahydromethanopterin cyclohydrolase	methenyltetrahydromethanopterin cyclohydrolase. Members of this protein family are the enzyme methenyltetrahydromethanopterin cyclohydrolase, a key enzyme for tetrahydromethanopterin (H4MPT)-linked C1 transfer metabolism. [Central intermediary metabolism, One-carbon metabolism]	3.5.4.27	CDD:274437	cellular organisms	131567	59.744	313.0	124.0	1.0	3.0	313.0	1.0	313.0	0.0	509.0
tr|B8GE86|B8GE86_METPE	cl21456		Type 2 periplasmic binding fold superfamily. This domain is often found in association with the helix-turn-helix domain HTH_41 (pfam14502). It includes YhfZ proteins from Escherichia coli and Shigella flexneri.		CDD:473866												
tr|B8GE89|B8GE89_METPE	TIGR03257	coenzyme-B sulfoethylthiotransferase subunit beta	methyl-coenzyme M reductase, beta subunit. Members of this protein family are the beta subunit of methyl coenzyme M reductase, also called coenzyme-B sulfoethylthiotransferase (EC 2.8.4.1). This enzyme, with alpha, beta, and gamma subunits, catalyzes the last step in methanogenesis. Several methanogens have encode two such enzymes, designated I and II; this model does not separate the isozymes. [Energy metabolism, Methanogenesis]	2.8.4.1	CDD:132301	Archaea	2157	57.907	430.0	181.0	0.0	5.0	434.0	1.0	430.0	0.0	567.0
tr|B8GEJ2|B8GEJ2_METPE	TIGR04126	PGF-CTERM sorting domain-containing protein	PGF-CTERM archaeal protein-sorting signal. This model describes a strictly archaeal putative protein-sorting motif, PGF-CTERM. It is the (predicted) recognition sequence for an exosortase homolog, archaeosortase (TIGR04125). In some archaea, up to fifty proteins have this domain as their C-terminal region, usually preceded by a Thr-rich region likely to be heavily glycosylated. The removal of this sorting signal may be associated with a C-terminal prenyl group modification in the halobacterial major cell surface glycoprotein, an S-layer protein.		CDD:274999	Euryarchaeota	28890	46.429	28.0	15.0	0.0	882.0	909.0	1.0	28.0	2.64e-07	44.4
sp|B8GEZ3|PSA_METPE	TIGR03633	archaeal proteasome endopeptidase complex subunit alpha	proteasome endopeptidase complex, archaeal, alpha subunit. This protein family describes the archaeal proteasome alpha subunit, homologous to both the beta subunit and to the alpha and beta subunits of eukaryotic proteasome subunits. This family is universal in the first 29 complete archaeal genomes but occasionally is duplicated. [Protein fate, Degradation of proteins, peptides, and glycopeptides]	3.4.25.1	CDD:163366	Archaea	2157	66.964	224.0	74.0	0.0	7.0	230.0	1.0	224.0	7.31e-143	396.0
tr|B8GI77|B8GI77_METPE	TIGR02339	thermosome subunit	thermosome, various subunits, archaeal. Thermosome is the name given to the archaeal rather than eukaryotic form of the group II chaperonin (counterpart to the group I chaperonin, GroEL/GroES, in bacterial), a torroidal, ATP-dependent molecular chaperone that assists in the folding or refolding of nascent or denatured proteins. Various homologous subunits, one to five per archaeal genome, may be designated alpha, beta, etc., but phylogenetic analysis does not show distinct alpha subunit and beta subunit lineages traceable to ancient paralogs. [Protein fate, Protein folding and stabilization]		CDD:274080	Archaea	2157	68.401	519.0	159.0	2.0	9.0	522.0	1.0	519.0	0.0	741.0
sp|B8GIQ3|EF1A_METPE	cl38936		P-loop containing Nucleoside Triphosphate Hydrolases. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.		CDD:476819												
tr|B8J2S0|B8J2S0_DESDA	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
sp|B9LZ84|ATPB_GEODF	TIGR01039	F0F1 ATP synthase subunit beta	ATP synthase, F1 beta subunit. The sequences of ATP synthase F1 alpha and beta subunits are related and both contain a nucleotide-binding site for ATP and ADP. They have a common amino terminal domain but vary at the C-terminus. The beta chain has catalytic activity, while the alpha chain is a regulatory subunit. Proton translocating ATP synthase, F1 beta subunit is homologous to proton translocating ATP synthase archaeal/vacuolar(V1), A subunit. [Energy metabolism, ATP-proton motive force interconversion]	7.1.2.2	CDD:211621	cellular organisms	131567	79.355	465.0	92.0	1.0	4.0	468.0	1.0	461.0	0.0	901.0
tr|B9M0H1|B9M0H1_GEODF	TIGR02550	flagellar hook-associated protein FlgL	flagellar hook-associated protein 3. This protein family consists of flagellar hook-associated proteins designated FlgL (or HAP3) encoded in bacterial flagellar operons. A N-terminal region of about 150 residues and a C-terminal region of about 85 residues are conserved. Members show considerable length heterogeneity between these two well-conserved terminal regions; the seed alignment 486 columns, 393 of which are represented in the model, while members of this family are from 287 to over 500 residues in length. This model distinguishes FlgL from the flagellin gene product FliC. [Cellular processes, Chemotaxis and motility]		CDD:274195	Bacteria	2	18.943	227.0	168.0	4.0	19.0	234.0	15.0	236.0	2.08e-06	45.0
sp|B9M357|DNAK_GEODF	TIGR02350	molecular chaperone DnaK	chaperone protein DnaK. Members of this family are the chaperone DnaK, of the DnaK-DnaJ-GrpE chaperone system. All members of the seed alignment were taken from completely sequenced bacterial or archaeal genomes and (except for Mycoplasma sequence) found clustered with other genes of this systems. This model excludes DnaK homologs that are not DnaK itself, such as the heat shock cognate protein HscA (TIGR01991). However, it is not designed to distinguish among DnaK paralogs in eukaryotes. Note that a number of dnaK genes have shadow ORFs in the same reverse (relative to dnaK) reading frame, a few of which have been assigned glutamate dehydrogenase activity. The significance of this observation is unclear; lengths of such shadow ORFs are highly variable as if the presumptive protein product is not conserved. [Protein fate, Protein folding and stabilization]		CDD:274091	cellular organisms	131567	74.247	598.0	150.0	3.0	3.0	599.0	1.0	595.0	0.0	1118.0
tr|B9M518|B9M518_GEODF	cl00257		DNA sequence specific (IHF) and non-specific (HU) domains. This model describes a set of proteins related to but longer than DNA-binding protein HU. Its distinctive domain architecture compared to HU and related histone-like DNA-binding proteins justifies the designation as superfamily. Members include, so far, one from Bacteroides fragilis, a gut bacterium, and ten from Porphyromonas gingivalis, an oral anaerobe. [DNA metabolism, Chromosome-associated proteins]		CDD:444792												
tr|B9M5V5|B9M5V5_GEODF	TIGR01828	pyruvate, phosphate dikinase	pyruvate, phosphate dikinase. This model represents pyruvate,phosphate dikinase, also called pyruvate,orthophosphate dikinase. It is similar in sequence to other PEP-utilizing enzymes. [Energy metabolism, Other]	2.7.9.1	CDD:273822	cellular organisms	131567	65.557	871.0	285.0	4.0	3.0	873.0	1.0	856.0	0.0	1522.0
tr|B9M8V6|B9M8V6_GEODF	TIGR03303	outer membrane protein assembly factor BamA	outer membrane protein assembly complex, YaeT protein. Members of this protein family are the YaeT protein of the YaeT/YfiO complex for assembling proteins into the outer membrane of Gram-negative bacteria. This protein is similar in sequence and function to a non-essential paralog, YtfM, that is also in the Omp85 family. Members of this family typically have five tandem copies of the surface antigen variable number repeat (pfam07244), followed by an outer membrane beta-barrel domain (pfam01103), while the YtfM family typically has a single pfam07244 repeat. [Protein fate, Protein and peptide secretion and trafficking]		CDD:274514	Bacteria	2	36.508	756.0	445.0	10.0	29.0	766.0	3.0	741.0	0.0	700.0
tr|B9M981|B9M981_GEODF	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
sp|B9MQH1|EFTU_CALBD	TIGR00485	elongation factor Tu	translation elongation factor TU. This model models orthologs of translation elongation factor EF-Tu in bacteria, mitochondria, and chloroplasts, one of several GTP-binding translation factors found by the more general pfam model GTP_EFTU. The eukaryotic conterpart, eukaryotic translation elongation factor 1 (eEF-1 alpha), is excluded from this model. EF-Tu is one of the most abundant proteins in bacteria, as well as one of the most highly conserved, and in a number of species the gene is duplicated with identical function. When bound to GTP, EF-Tu can form a complex with any (correctly) aminoacylated tRNA except those for initiation and for selenocysteine, in which case EF-Tu is replaced by other factors. Transfer RNA is carried to the ribosome in these complexes for protein translation. [Protein synthesis, Translation factors]		CDD:129576	Bacteria	2	80.798	401.0	69.0	3.0	1.0	400.0	1.0	394.0	0.0	751.0
tr|B9XA39|B9XA39_PEDPL	TIGR02601	beta strand repeat protein	autotransporter-associated beta strand repeat. This model represent a core 32-residue region of a class of bacterial protein repeat found in one to 30 copies per protein. Most proteins with a copy of this repeat have domains associated with membrane autotransporters (pfam03797, TIGR01414). The repeats occur with a periodicity of 60 to 100 residues. A pattern of sequence conservation is that every second residue is well-conserved across most of the domain. pfam05594 is based on a longer, much more poorly conserved multiple sequence alignment and hits some of the same proteins as this model with some overlap between the hit regions of the two models. It describes these repeats as likely to have a beta-helical structure. [Protein fate, Protein and peptide secretion and trafficking, Cellular processes, Pathogenesis]		CDD:274223	Bacteria	2	60.0	30.0	12.0	0.0	1437.0	1466.0	1.0	30.0	0.0002	37.4
tr|B9XB05|B9XB05_PEDPL	TIGR03806	conserved hypothetical protein, HNE_0200 family (Provisional)	conserved hypothetical protein, HNE_0200 family. The model TIGR03805 describes an uncharacterized protein family that contains repeats associated with the formation of a right-handed helical stack of parallel beta strands, homologous to those found in a number of carbohydrate-binding proteins and sugar hydrolases. This model describes another uncharacterized protein family, found in the same species as TIGR03805 member proteins, usually as the adjacent gene or in a fusion protein. An example is HNE_0200 from Hyphomonas neptunium ATCC 15444. Sometimes two members of this family are with a single member of TIGR03805. The function is unknown. [Hypothetical proteins, Conserved]		CDD:163518	Bacteria	2	32.628	331.0	200.0	12.0	491.0	812.0	1.0	317.0	1.97e-66	224.0
tr|B9Z7Z2|B9Z7Z2_9NEIS	cl00196		Heme-dependent peroxidases similar to plant peroxidases. As catalase, this enzyme catalyzes the dismutation of two molecules of hydrogen peroxide to dioxygen and two molecules of water. As a peroxidase, it uses hydrogen peroxide to oxidize donor compounds and produce water. KatG from E. coli is a homotetramer with two non-covalently associated iron protoheme IX groups per tetramer, but the ortholog from Synechococcus sp. is a homodimer with one protoheme. Important sites (numbered according to E. coli KatG) include heme ligands His-106 and His-267 and active site Trp-318. Note that the translation PID:g296476 from accession X71420 from Rhodobacter capsulatus B10 contains extensive frameshift differences from the rest of the orthologous family. [Cellular processes, Detoxification]		CDD:444739												
tr|C0GJ12|C0GJ12_DETAL	cl02872		Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyzes the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.		CDD:445950												
tr|C0Q8W2|C0Q8W2_DESAH	cl21487		N/A. This family includes proteins annotated as TonB dependent receptors. But it is also likely to contain other membrane beta barrel proteins of other functions.		CDD:473880												
tr|C0QDP4|C0QDP4_DESAH	cl46914		N/A. This model represents one of three built for the NADPH-dependent or NADH-dependent glutamate synthase (EC 1.4.1.13 and 1.4.1.14, respectively) small subunit and homologs. TIGR01317 describes the small subunit (or equivalent region from longer forms) in eukaryotes, Gram-positive bacteria, and some other lineages, both NADH and NADPH-dependent. TIGR01316 describes a protein of similar length, from Archaea and a number of bacterial lineages, that forms glutamate synthase homotetramers without a large subunit. This model describes both glutatate synthase small subunit and closely related paralogs of unknown function from a number of gamma and alpha subdivision Proteobacteria, including E. coli.		CDD:481254												
tr|C0QFN5|C0QFN5_DESAH	cl18945		N/A. This is a putative pyridoxal 5'-phosphate-dependent methionine gamma-lyase enzyme involved in methionine catabolism.		CDD:450240												
tr|C0QLM3|C0QLM3_DESAH	cl14632		vicinal oxygen chelate (VOC) family. This domain is one of two barrel-shaped regions that together form the active enzyme, 4-hydroxyphenylpyruvic acid dioxygenase, EC:1.13.11.27. As can be deduced from the disposition of the various Glyoxalase families, _2, _3 and _4 in Pfam, pfam00903, pfam12681, pfam13468, pfam13669, these two regions are similar to be indicative of a gene-duplication event. At the individual sequence level slight differences in conformation have given rise to slightly different functions. In the case of UniProt:P80064, 4-hydroxyphenylpyruvic acid dioxygenase catalyzes the formation of homogentisate from 4-hydroxyphenylpyruvate, and the pyruvate part of the HPPD substrate (4-hydroxyphenylpyruvate), derived from L-tyrosine, and the O2 molecule occupy the three free coordination sites of the catalytic iron atom in the C-terminal domain. In plants and photosynthetic bacteria, the tyrosine degradation pathway is crucial because homogentisate, a tyrosine degradation product, is a precursor for the biosynthesis of photosynthetic pigments, such as quinones or tocopherols.		CDD:472697												
